sexyprettyghost,2017-07-13 19:14,0,0,# PrayForMarawi,"(['PHILIPPINES!'], Location((12.7503486, 122.7312101, 0.0)))",,#,885457332838191104,https://twitter.com/sexyprettyghost/status/885457332838191104
shemprdsx,2017-07-13 19:13,0,0,# PrayforMarawi,"(['manila', ' PH'], Location((14.5906216, 120.9799696, 0.0)))",,#,885457138037936128,https://twitter.com/shemprdsx/status/885457138037936128
colorblind456,2017-07-13 19:08,0,0,# PrayforMarawi,"(['Philipines'], Location((14.23424875, 121.092662381, 0.0)))",,#,885455789569171456,https://twitter.com/colorblind456/status/885455789569171456
