frenzylaborts,2017-05-29 23:57,0,0,# PrayForMarawi,"(['JHS\xc2\xa0\xe2\x9d\xa4'], Location((-2.1640273, -79.8392299478, 0.0)))",,#,869221123023454208,https://twitter.com/frenzylaborts/status/869221123023454208
abeeandmaki,2017-05-29 23:48,0,0,# PrayForMarawi,,,#,869218933957472256,https://twitter.com/abeeandmaki/status/869218933957472256
Victoriafaye13,2017-05-29 23:48,0,6,# prayformarawi,"(['Malabon City', ' National Capital'], Location((14.675215, 120.9573738, 0.0)))",,#,869218831427788800,https://twitter.com/Victoriafaye13/status/869218831427788800
JaronZapanta,2017-05-29 23:40,0,0,# PrayForMarawi,,,#,869216834469351424,https://twitter.com/JaronZapanta/status/869216834469351424
xxikon_,2017-05-29 23:32,0,0,# PrayForMarawi,,,#,869214851087736832,https://twitter.com/xxikon_/status/869214851087736832
taegukness,2017-05-29 23:30,0,0,# PrayForMarawi,,,#,869214278762471425,https://twitter.com/taegukness/status/869214278762471425
mstrcuddles,2017-05-29 23:28,0,0,# PrayForMarawi,,,#,869213914734641152,https://twitter.com/mstrcuddles/status/869213914734641152
ghostess_cali,2017-05-29 23:16,0,0,# PrayForMarawi,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,869210881883635712,https://twitter.com/ghostess_cali/status/869210881883635712
nicaadecer,2017-05-29 22:57,0,0,# PrayForMarawi,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,#,869205962694860801,https://twitter.com/nicaadecer/status/869205962694860801
JomarJawani,2017-05-29 22:13,0,0,# PrayForMarawi,"(['Pagadian City', ' Zamboanga Penin'], Location((7.8249717, 123.4365816, 0.0)))",,#,869195010595373057,https://twitter.com/JomarJawani/status/869195010595373057
shimemay,2017-05-29 21:56,0,1,# PrayForMarawi,,,#,869190601517875200,https://twitter.com/shimemay/status/869190601517875200
xianleem,2017-05-29 21:31,0,1,# prayforMarawi,"(['Doha', ' Qatar'], Location((25.3014957, 51.4996673988, 0.0)))",,#,869184421685071872,https://twitter.com/xianleem/status/869184421685071872
iixMochiYoongii,2017-05-29 21:15,0,0,# PrayForMarawi,,,#,869180449930715137,https://twitter.com/iixMochiYoongii/status/869180449930715137
shespeppy,2017-05-29 21:09,0,1,# PrayForMarawi pic.twitter.com/FY4chjYN2I,"(['Ph'], Location((12.44249325, 122.160395164, 0.0)))",,#,869179003248050176,https://twitter.com/shespeppy/status/869179003248050176
