username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Tiver_A;2017-08-25 07:59;0;1;"Edi wow ... you mean they are still fighting in Marawi after all this time! What incompetence is this Mr President? https:// twitter.com/RexCNNPH/statu s/900869365528051712 …";;;;"900870271225036800";https://twitter.com/Tiver_A/status/900870271225036800
KingLemuj;2017-08-25 07:54;0;0;"Sundalong nadestino sa Marawi na naghihintay ng sasakyan, napatay ng mga pulis sa Zamboanga https:// shar.es/1SG8VQ via @gmanews";;@gmanews;;"900868942104739840";https://twitter.com/KingLemuj/status/900868942104739840
kimbatoon;2017-08-25 07:54;0;0;""pupunta ba tayong marawi " mygahd";;;;"900868886874120192";https://twitter.com/kimbatoon/status/900868886874120192
MargieGenobisa1;2017-08-25 07:48;0;0;"Mhay Ghad Akoy nahadlok God bless our President PRRD. God bless the Philippines. Bangon Marawi . Keep on... http:// fb.me/DYjUOHy7";;;;"900867409476808705";https://twitter.com/MargieGenobisa1/status/900867409476808705
breaking_news_4;2017-08-25 07:44;0;0;"Duterte visits Marawi after Filipino troops recapture mosque http:// ift.tt/2xhdihC";;;;"900866351488696322";https://twitter.com/breaking_news_4/status/900866351488696322
hamassenger;2017-08-25 07:43;0;0;"Duterte visits Marawi after Filipino troops recapture mosque http:// hamassenger.com/2017/08/dutert e-visits-marawi-after-filipino-troops-recapture-mosque/ …";;;;"900866143090552833";https://twitter.com/hamassenger/status/900866143090552833
dzrhnews;2017-08-25 07:38;0;2;"LOOK: SAP Sec. Bong also in full battle gear during their visits of PRRD in Marawi yesterday ASEC Mocha Uson | RH7 @KaHenryDZRH pic.twitter.com/ZPXov2NIHx";;@KaHenryDZRH;;"900864975102595074";https://twitter.com/dzrhnews/status/900864975102595074
RealtorJairo;2017-08-25 07:36;0;0;"Duterte visits Marawi after Filipino troops recapture mosque http:// fb.me/35mvgjr1Z";;;;"900864430459637761";https://twitter.com/RealtorJairo/status/900864430459637761
newsaction_;2017-08-25 07:36;0;0;"RT inews2day "Duterte visits Marawi after Filipino troops recapture mosque #news http:// ift.tt/2xhdihC http:// goo.gl/Nsw8eN "";;;#news;"900864378836316160";https://twitter.com/newsaction_/status/900864378836316160
MangTurning;2017-08-25 07:34;0;1;"DU30 is the master planner of all that is happening in Marawi and with NPA. Pinagugulo at punagsasabong nya ang mga Pilipino!";;;;"900863888035414016";https://twitter.com/MangTurning/status/900863888035414016
dzrhnews;2017-08-25 07:33;0;1;"Pang. Duterte, naka-full battle gear na dumalaw muli sa Marawi City. #PangunahingBalita";;;#PangunahingBalita;"900863783739940864";https://twitter.com/dzrhnews/status/900863783739940864
andreasharsono;2017-08-25 07:31;44;26;"Bagaimana senjata serbu SS1 produksi Pindad Bandung bisa dipakai milisi ISIS di Marawi dan Sultan Kudarat? https:// tir.to/n/cvi3";;;;"900863101611921409";https://twitter.com/andreasharsono/status/900863101611921409
KaHenryDZRH;2017-08-25 07:29;0;1;"Look: SAP Sec Bong also in full battle gear during their visits of PRRD in Marawi yesterday @dzrhnews @dzrh11 ASec Mocha Uson pic.twitter.com/VeMhIZUrXa";;@dzrhnews @dzrh11;;"900862717166182400";https://twitter.com/KaHenryDZRH/status/900862717166182400
kadgonzaga;2017-08-25 07:23;0;1;"Because she has the nerve to go to Marawi , a warzone, pero sariling concern pa rin inuna. #FireMocha https:// twitter.com/cnnphilippines /status/900490892615667712 …";;;#FireMocha;"900861255182827520";https://twitter.com/kadgonzaga/status/900861255182827520
dzbb;2017-08-25 07:23;0;1;"Pang. Rodrigo Duterte, muling binisita ang mga tropa ng pamahalaan sa lungsod ng Marawi . #SuperBalitaSaUmagaNationwide";;;#SuperBalitaSaUmagaNationwide;"900861053491331073";https://twitter.com/dzbb/status/900861053491331073
troy_grapa7;2017-08-25 07:22;0;1;"3 months have passed by and I can still remember day one #Marawi";;;#Marawi;"900861010772246528";https://twitter.com/troy_grapa7/status/900861010772246528
IamMegJole;2017-08-25 07:20;0;0;""Rebuild Marawi "";;;;"900860311586054144";https://twitter.com/IamMegJole/status/900860311586054144
jervismanahan;2017-08-25 07:19;7;14;"The military has taken control of the Islamic Center or more commonly known as Grand Mosque in Marawi City @PTVph pic.twitter.com/Wix4QkjBqk";;@PTVph;;"900860095684157440";https://twitter.com/jervismanahan/status/900860095684157440
egdsgn;2017-08-25 07:17;0;0;"TV Patrol: Manok, ipamamahagi sa mga ‘bakwit’ mula Marawi https:// politicsph.pogoport.com/tv-patrol-mano k-ipamamahagi-sa-mga-bakwit-mula-marawi/ …";;;;"900859688295825408";https://twitter.com/egdsgn/status/900859688295825408
muzi_kha;2017-08-25 07:17;0;0;"TV Patrol: Manok, ipamamahagi sa mga ‘bakwit’ mula Marawi https:// politicsph.pogoport.com/tv-patrol-mano k-ipamamahagi-sa-mga-bakwit-mula-marawi/ …";;;;"900859683493355523";https://twitter.com/muzi_kha/status/900859683493355523
chris19thws;2017-08-25 07:17;0;0;"TV Patrol: Manok, ipamamahagi sa mga ‘bakwit’ mula Marawi https:// politicsph.pogoport.com/tv-patrol-mano k-ipamamahagi-sa-mga-bakwit-mula-marawi/ …";;;;"900859677814206465";https://twitter.com/chris19thws/status/900859677814206465
PoGo_Port;2017-08-25 07:17;0;0;"TV Patrol: Manok, ipamamahagi sa mga ‘bakwit’ mula Marawi https:// politicsph.pogoport.com/tv-patrol-mano k-ipamamahagi-sa-mga-bakwit-mula-marawi/ …";;;;"900859671841525761";https://twitter.com/PoGo_Port/status/900859671841525761
orga_ogop;2017-08-25 07:17;0;0;"TV Patrol: Manok, ipamamahagi sa mga ‘bakwit’ mula Marawi https:// politicsph.pogoport.com/tv-patrol-mano k-ipamamahagi-sa-mga-bakwit-mula-marawi/ …";;;;"900859665919221760";https://twitter.com/orga_ogop/status/900859665919221760
RTheKrak3n;2017-08-25 07:17;0;0;"TV Patrol: Manok, ipamamahagi sa mga ‘bakwit’ mula Marawi https:// politicsph.pogoport.com/tv-patrol-mano k-ipamamahagi-sa-mga-bakwit-mula-marawi/ …";;;;"900859660063920128";https://twitter.com/RTheKrak3n/status/900859660063920128
mylsvalenciaTV5;2017-08-25 07:13;0;0;"Pangulong Rodrigo Duterte, bumisita sa marawi sa ikatlong pagkakataon! Grand mosque na naging kuta ng mga terorista nabawi na ng militar!";;;;"900858720279826432";https://twitter.com/mylsvalenciaTV5/status/900858720279826432
akoaysiJhaja;2017-08-25 07:13;0;0;"Tumakbo sana kayo hanggang MARAWI !!!";;;;"900858543489785856";https://twitter.com/akoaysiJhaja/status/900858543489785856
samanthahawley;2017-08-25 07:11;1;3;"Islamic State's Marawi video 'powerful and dangerous': Malaysia's top counter-terror cop - Channel NewsAsia http://www. channelnewsasia.com/news/asiapacif ic/islamic-state-s-marawi-video-powerful-and-dangerous-malaysia-s-9150562 …";;;;"900858183366750208";https://twitter.com/samanthahawley/status/900858183366750208
raisaserafica;2017-08-25 07:11;0;0;"Duterte returns to Marawi as clashes enter 4th month - http://www. rappler.com/nation/179939- duterte-marawi-third-visit-soldiers-retake-mosque … via @rapplerdotcom pic.twitter.com/jEo6ztQIJC";;@rapplerdotcom;;"900858018677440512";https://twitter.com/raisaserafica/status/900858018677440512
alders_ledge;2017-08-25 07:10;0;0;"Pinoy cops are more deadly to Filipinos than ISIS affiliated terrorists in Marawi . #Philippines https:// coconuts.co/manila/news/so ldier-shot-police-zamboanga-del-sur-coming-home-marawi/ …";;;#Philippines;"900857921675829248";https://twitter.com/alders_ledge/status/900857921675829248
eliejay_07;2017-08-25 07:09;0;0;"We have donated 1 Million to MARAWI Victims including water,foods and clothes.. MORE POWER S2S..LEARN and EARN... http:// fb.me/7Ak96vKlN";;;;"900857615063801856";https://twitter.com/eliejay_07/status/900857615063801856
undercoater_05;2017-08-25 07:05;0;0;"PRRD Makes 3rd Visit to Marawi Clad in full battle gear, President Rodrigo Roa Duterte visits the war-torn... http:// fb.me/90snuBSLV";;;;"900856582543626240";https://twitter.com/undercoater_05/status/900856582543626240
tTrKej;2017-08-25 07:04;0;0;"يالبيه";;;;"900856401182040064";https://twitter.com/tTrKej/status/900856401182040064
Politiko_Ph;2017-08-25 07:03;0;0;"LOOK: Ready to fight! @RRD_Davao visits Marawi anew in full battle gear http:// politics.com.ph/look-ready-fig ht-duterte-visits-marawi-anew-full-battle-gear/ …";;@RRD_Davao;;"900855997723529217";https://twitter.com/Politiko_Ph/status/900855997723529217
weelookanaba;2017-08-25 07:02;0;0;"#FireMocha ~ where is mocha who wasted our taxes? In Marawi asking the president his comment about her 4 days fame in twitter! Can't wait!";;;#FireMocha;"900855956782718981";https://twitter.com/weelookanaba/status/900855956782718981
hodgeamanda;2017-08-25 07:01;3;3;"New ISIS video on Marawi derides Australia as ‘US guard dog’ and appeals to Muslims across SEAsia to join fight http://www. theaustralian.com.au/news/nation/is is-asia-video-brands-australia-guard-dog-of-america/news-story/bce501b3a79ddec1478d440252cde3a0 …";;;;"900855663596756992";https://twitter.com/hodgeamanda/status/900855663596756992
gmanewsfacebook;2017-08-25 07:00;0;0;"Nakaligtas man sa bakbakan sa Marawi , nasawi naman sa kamay ng mga pulis ang isang sundalo sa Zamboanga del Sur... http:// fb.me/8KUX2Z1Pz";;;;"900855251472850944";https://twitter.com/gmanewsfacebook/status/900855251472850944
