mae_chaves_pnt,6/28/2017 5:52,0,0,GOOD NEWS! Ganito dapat gawin mga Yellowtards..Mag raise ng funds para sa sundalo natin sa Marawi gaya ni Mommy... http:// fb.me/77RcccE4x,,,,8.7982E+17,https://twitter.com/mae_chaves_pnt/status/879819668747190272,
thus_spake,6/28/2017 5:52,0,0,Hostages held by Islamist militants in Marawi are forced to loot homes,,,,,,
wonderfullone,6/28/2017 5:49,0,0,Philippines says no deal with Islamists who seized Marawi http:// dailym.ai/2uce6ls via @MailOnline,,@MailOnline,,8.79819E+17,https://twitter.com/wonderfullone/status/879819111223762944,
cochesvoladores,6/28/2017 5:49,0,0,Pastor yang Disandera ISIS di Marawi Dilaporkan Masih Hidup - Detikcom http:// ift.tt/2ti2KPt,,,,8.79819E+17,https://twitter.com/cochesvoladores/status/879818984811573249,
pctechph,6/28/2017 5:49,0,0,GOOD NEWS! Ganito dapat gawin mga Yellowtards..Mag raise ng funds para sa sundalo natin sa Marawi gaya ni Mommy... http:// fb.me/ERIRd714,,,,8.79819E+17,https://twitter.com/pctechph/status/879818932718231553,
AmrodingGandamr,6/28/2017 5:48,0,0,Good Morning to Everyone...Peace be On you All....Good Morning Marawi .... — feeling stressed in Marawi City http:// fb.me/6mkJXWdCK,,,,8.79819E+17,https://twitter.com/AmrodingGandamr/status/879818864183263232,
RMontajes15,6/28/2017 5:47,0,2,Dugyot never been in Marawi ? Guilty ba dahil cya ang dahilan ng kaguluhan doon?,,,,8.79819E+17,https://twitter.com/RMontajes15/status/879818501191385088,
lijangjun,6/28/2017 5:46,0,0,j0nwonu: kompascom: #Populer Serangan milisi pro-ISIS ke Kota Marawi ,,,,,,
acdorble,6/28/2017 5:45,0,0,kompascom: #Populer Serangan milisi pro-ISIS ke Kota Marawi ,,,,,,
GFSlNBI,6/28/2017 5:45,0,0,kompascom: #Populer Serangan milisi pro-ISIS ke Kota Marawi ,,,,,,
abcnews,6/28/2017 5:45,7,3,Hostages in besieged #Marawi forced to fight,,,,,,
catxes,6/28/2017 5:44,0,0,kompascom: #Populer Serangan milisi pro-ISIS ke Kota Marawi ,,,,,,
BomboRadyoNews,6/28/2017 5:44,0,0,P15-M donation ng China sa Marawi rehabilitation tinanggap ni Duterte sa Palasyo http://www. bomboradyo.com/p15-m-donation -ng-china-sa-marawi-rehabilitation-tinanggap-ni-duterte-sa-palasyo/ …,,,,8.79818E+17,https://twitter.com/BomboRadyoNews/status/879817637726871553,
fanny086,6/28/2017 5:43,0,1,I wonder if there are people praying for Philippines especially in what is happening in Marawi ? It's been more than a month.,,,,8.79818E+17,https://twitter.com/fanny086/status/879817531707580417,
ddoieon,6/28/2017 5:43,0,0,kompascom: #Populer Serangan milisi pro-ISIS ke Kota Marawi ,,,,,,
trwithe,6/28/2017 5:42,1,0,ISIS victims in Marawi City forced to fight,,,,,,
lijangjun,6/28/2017 5:42,0,0,mjknhbv kompascom: #Populer Serangan milisi pro-ISIS ke Kota Marawi ,,,,,,
fanny086,6/28/2017 5:41,0,1,Masakit mabalitaan na may kababayan kang namatay dahil sa gulo sa Marawi . Ilang sundalo ba ang kailangan mamatay?,,,,8.79817E+17,https://twitter.com/fanny086/status/879817084557041664,
guanIeen,6/28/2017 5:41,0,0,kompascom: #Populer Serangan milisi pro-ISIS ke Kota Marawi ,,,,,,
eunchaeDIA,6/28/2017 5:40,0,0,#Populer Serangan milisi pro-ISIS ke Kota Marawi ,,,,,,
