username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
cynthia_gabriel;2017-05-28 11:39;23;-1;"28 Malaysian militants in Marawi ,- report https://www. themalaysianinsight.com/s/3876 .. What kinda culture are we fuelling among Muslim youth? Very concerning";;;;"868673132357234688";https://twitter.com/cynthia_gabriel/status/868673132357234688
pacmedcentre;2017-05-29 07:59;0;-1;"Marawi retrieves bodies on streets amid Philippines air strikes | Asia Pacific Report Rappler Philippines #terrorism http:// fb.me/2Tmq8EzYl";;;#terrorism;"868980138926419969";https://twitter.com/pacmedcentre/status/868980138926419969
trashchans;2017-05-29 07:59;1;-1;"it is not yet finished. #PrayForMarawi pic.twitter.com/OcYH57kSIu";;;#PrayForMarawi;"868980134421725184";https://twitter.com/trashchans/status/868980134421725184
msnph;2017-05-29 07:59;0;-1;"Marawi kids plead for food http:// aka.ms/murw4e pic.twitter.com/Zd8epY6V68";;;;"868980085105111040";https://twitter.com/msnph/status/868980085105111040
MonolithicAmz;2017-05-29 07:59;0;-1;"Terrible news coming out of Marawi city on the island of Mindanao in the Philippines. Trying really hard to keep my emotions in check. pic.twitter.com/LCULxN7sJG";;;;"868980041773969408";https://twitter.com/MonolithicAmz/status/868980041773969408
UsahaPilihan;2017-05-29 07:59;0;-1;"Duterte Ajak Pemberontak Bergabung Menumpas Militan di Marawi http:// dlvr.it/PGH5K6";;;;"868980032470786049";https://twitter.com/UsahaPilihan/status/868980032470786049
IndonesiaTL;2017-05-29 07:59;0;-1;"Tanggapan Jusuf Kalla Soal 11 Warga Indonesia di Marawi - Nasional http:// Tempo.co (Blog) http:// dlvr.it/PGH4pq #IndonesiaNews";;;#IndonesiaNews;"868979983888207872";https://twitter.com/IndonesiaTL/status/868979983888207872
dkarhita;2017-05-29 07:59;1;-1;"ini yg berangkat ke marawi , lha yg masih di disini brapa banyak lagi, pa Aher pasti tau tuh... jgn2 btar lagi mereka pun berontak! https:// twitter.com/AmaliaAmelCute 2/status/868726424709939200 …";;;;"868979953559150592";https://twitter.com/dkarhita/status/868979953559150592
JonathanAndal_;2017-05-29 07:58;1;-1;"isang Imam ang nanguna sa pagdarasal sa flag raising ceremony sa Camp Crame. Inalala ang sitwasyon sa Marawi at ang kahalagahan ng Ramadan pic.twitter.com/sbQfhv1GCc";;;;"868979854355513345";https://twitter.com/JonathanAndal_/status/868979854355513345
bimantararadio;2017-05-29 07:58;0;-1;"#SEKILASBIMANTARA Milisi Maute Eksekusi 19 Warga Sipil di Marawi , Total 97 Orang Tewas http:// internasional.kompas.com/read/2017/05/2 8/16572361/milisi.maute.eksekusi.19.warga.sipil.di.marawi.total.97.orang.tewas … .";;;#SEKILASBIMANTARA;"868979821677654016";https://twitter.com/bimantararadio/status/868979821677654016
xojcrxnl;2017-05-29 07:58;0;-1;"Mr. Gascon? Sige kung hindi military force ang sagot para matahimik ang maute then go to Marawi ang talk to them! pag-uwi mo wla ka ng ulo";;;;"868979700466458624";https://twitter.com/xojcrxnl/status/868979700466458624
