username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Jetong;2017-07-04 07:56;0;0;"Rehabilitate Marawi into a rebel/terrorist-proof city.";;;;"882025161074941956";https://twitter.com/Jetong/status/882025161074941956
cnnphilippines;2017-07-04 07:55;3;10;"As the battle for Marawi rages on, civilians continue to escape from the hands terrorists, bringing with them stories of horror and abuse. pic.twitter.com/UtumH3wVDX";;;;"882025061493821440";https://twitter.com/cnnphilippines/status/882025061493821440
toffee3400;2017-07-04 07:55;0;0;"USA, nagpahayag ng pagnanasang tumulong sa mga suliranin sa Marawi City http:// fb.me/15AJ3D1Ag";;;;"882025031336722432";https://twitter.com/toffee3400/status/882025031336722432
dzbb;2017-07-04 07:55;0;1;"Na-recover ng mga bangkay sa conflict area sa lungsod ng Marawi , mahigit 50 na. | via @allangatus pic.twitter.com/yHueN2ZYrM";;@allangatus;;"882025025238319104";https://twitter.com/dzbb/status/882025025238319104
PilStarNgayon;2017-07-04 07:55;0;0;"Hapilon nasa Marawi pa – DND chief http:// bit.ly/2ujNq2T pic.twitter.com/sH2mErp2LO";;;;"882024963468795905";https://twitter.com/PilStarNgayon/status/882024963468795905
Chairman_Ram;2017-07-04 07:55;0;0;"The Mindanao State University in Marawi has finally reopened. We urge our colleagues in Political Science... http:// fb.me/29EIynNjP";;;;"882024959954092032";https://twitter.com/Chairman_Ram/status/882024959954092032
rgdulay;2017-07-04 07:55;0;0;"1/2 "Papa palit na lang tayo ng apelyido, ISIS daw tayo." - anak ng isang residente sa Marawi na Maute ang apelyido";;;;"882024959224070145";https://twitter.com/rgdulay/status/882024959224070145
dzrhnews;2017-07-04 07:55;0;0;"Tulong sa mga sundalong nakikipag-bakbakan sa Marawi City, tiniyak ni Pangulong Duterte. #PangunahingBalita";;;#PangunahingBalita;"882024935648002048";https://twitter.com/dzrhnews/status/882024935648002048
dzrhnews;2017-07-04 07:54;0;1;"Hapilon at Abdullah Maute, nananatiling nagtatago sa isa sa mga mosque sa Marawi City. #PangunahingBalita";;;#PangunahingBalita;"882024903549091840";https://twitter.com/dzrhnews/status/882024903549091840
dzrhnews;2017-07-04 07:54;0;1;"Dedikasyon ng puwersa ng AFP at PNP na tapusin ang Marawi siege, pinuri ni Duterte. #PangunahingBalita";;;#PangunahingBalita;"882024861060792320";https://twitter.com/dzrhnews/status/882024861060792320
