raffeeeh,2017-10-16 11:37,0,1,# PRAYFORMARAWI,,,#,919769135541661696,https://twitter.com/raffeeeh/status/919769135541661696
PandaBJVIP,2017-10-16 11:15,0,0,# PrayForMarawi pic.twitter.com/JuBe76fOv3,,,#,919763594014633984,https://twitter.com/PandaBJVIP/status/919763594014633984
