buwayahman,2017-07-08 18:19,is it true that duts didnt go to marawi cuz of bad weather as in is there a typhoon there,,en,0.149377,0.074092,0.626068,0.28117,0.096997,"['sadness', 0.626068]"
katallinn,2017-07-08 18:19,pls dont make marawi end like what they did to syria,,en,0.097095,0.268622,0.274974,0.121377,0.104431,"['sadness', 0.274974]"
tonicated,2017-07-08 18:17,sana ung reaksyon natin sa erring cops sent to marawi ganun din when we vote our leaders sana we respond the same for erring politicianz,,en,0.152875,0.06203,0.294139,0.115099,0.507033,"['disgust', 0.507033]"
gmanews,2017-07-08 18:16,pagibig declares 6month moratorium on loan payments of members in marawi,,en,0.061091,0.015045,0.124413,0.031485,0.076045,"['sadness', 0.124413]"
SilentNoMorePH,2017-07-08 18:14,dear fellow filipinos pco used bad weather as a reason why a costumed katay digong failed to go to marawi a u,,en,0.290016,0.006025,0.690781,0.209019,0.123768,"['sadness', 0.690781]"
jamesparmis,2017-07-08 18:12,viral video marawi soldier writes a touching farewell letter to his wife please watch and share this video para,,en,0.093694,0.36469,0.123969,0.223132,0.246947,"['joy', 0.36469]"
cnnphilippines,2017-07-08 18:11,afp terrorists still occupying strategic buildings in marawi  newsroom live,,en,0.100217,0.093432,0.35043,0.486076,0.124472,"['fear', 0.486076]"
cnnphilippines,2017-07-08 18:10,insidemarawi injured maute fighter tries to escape  our gergcahiles reports from marawi c,,en,0.078349,0.018166,0.585914,0.212835,0.138819,"['sadness', 0.585914]"
Dumaguete_Info,2017-07-08 18:10,duterte unable to enter marawi dumaguete,,en,0.139341,0.006027,0.864877,0.126563,0.054871,"['sadness', 0.864877]"
PHLNewsOnline,2017-07-08 18:05,gma news marawi airstrikes target highrise snipers military spokesperson,,en,0.111247,0.039671,0.139075,0.447434,0.208952,"['fear', 0.447434]"
reenz14,2017-07-08 18:05,god bless marawi,,en,0.019063,0.921366,0.048194,0.009945,0.002109,"['joy', 0.921366]"
TRACterrorism,2017-07-08 18:00,islamicstate philippines 6 soldiers killed  8 wounded near marawi city by snipers philippines,,en,0.242641,0.010966,0.48679,0.264341,0.214122,"['sadness', 0.48679]"
bambike,2017-07-08 18:00,philippineartisantrade is launching a month for mindanao to raise funds for war torn marawi,,en,0.11065,0.042781,0.719917,0.029943,0.305692,"['sadness', 0.719917]"
ANCALERTS,2017-07-08 18:00,marawi official hits critics do not blame maranaos for maute rampage,,en,0.225224,0.167725,0.168631,0.225916,0.228327,"['disgust', 0.228327]"
ZsppoPcr,2017-07-08 17:59,in focus showing a great love and concerns to the people of marawi city  municipal police stations of zamboanga,,en,0.010592,0.823836,0.041237,0.052375,0.045528,"['joy', 0.823836]"
DailyStarPH,2017-07-08 17:52,pnp chief firm on decision to send cops to marawi as punishment  d,,en,0.497752,0.035703,0.310519,0.277175,0.210827,"['anger', 0.497752]"
LOCALNEWSNgayon,2017-07-08 17:50,pagibig declares 6month moratorium on loan payments of members in marawi  read via gma news,,en,0.032039,0.018809,0.206272,0.085992,0.192705,"['sadness', 0.206272]"
1abuazzam,2017-07-08 17:49,not like with like why then keep bringing up mamasapano duterte mismanaging marawi siege rsults in 86 soldiers killed and probably rising,,en,0.23654,0.030769,0.559833,0.300714,0.184171,"['sadness', 0.559833]"
lorbugosit,2017-07-08 17:49,snds views on sending erring police officers in marawi admire this mans honesty  to be able to say it in gen batos face salute,,en,0.11208,0.24849,0.242461,0.115855,0.293547,"['disgust', 0.293547]"
Ivan226622,2017-07-08 17:46,marawi official hits critics do not blame maranaos for maute rampage marawiclash  abscbn news abscbnnews ju,,en,0.175607,0.147033,0.269354,0.243956,0.26543,"['sadness', 0.269354]"
specialchad,2017-07-08 17:45,hello this isnt marawi this is in surigao del sur the lumad had to evacuate from their communities due to militarization,,en,0.086529,0.181062,0.307011,0.078554,0.028974,"['sadness', 0.307011]"
24smartangel,2017-07-08 17:45,save marawi praya,,en,0.134599,0.273495,0.20578,0.121171,0.041551,"['joy', 0.273495]"
ABSCBNNews,2017-07-08 17:45,marawi official hits critics do not blame maranaos for maute rampage marawiclash,,en,0.225224,0.167725,0.168631,0.225916,0.228327,"['disgust', 0.228327]"
NofNewsFilipino,2017-07-08 17:41,almost there bad weather forces duterte to cancel marawi visit president rodrigo duterte had to call off what ,,en,0.265337,0.00265,0.655724,0.210216,0.1886,"['sadness', 0.655724]"
ronbotvidal,2017-07-08 17:40,a nationalid system to prevent abuse of govt assistance programs like the map of marawi evacuees,,en,0.140226,0.012424,0.610542,0.092558,0.104953,"['sadness', 0.610542]"
rybergara,2017-07-08 17:40, marawi children in various places in mindanao who are in need of fun and comfort it would be nice if you can donate small amounts ,,en,0.018206,0.841479,0.062717,0.023596,0.008923,"['joy', 0.841479]"
rybergara,2017-07-08 17:39,hi our school is sending some supplies food toiletries etc to soldiers in marawi were also sending coloring books to the ,,en,0.088777,0.241515,0.225951,0.302478,0.200886,"['fear', 0.302478]"
Visayanbizpost,2017-07-08 17:39,no stopping marawi air strikes to flush out remaining 80 terrorists military  abscbn news,,en,0.10885,0.013885,0.245177,0.464657,0.510836,"['disgust', 0.510836]"
Philreport,2017-07-08 17:36,bad weather stops another duterte attempt to go to marawi president rodrigo duterte on friday made another 02,,en,0.300175,0.030567,0.523682,0.249969,0.237737,"['sadness', 0.523682]"
lorbugosit,2017-07-08 17:36,chilling but touching stories of selflessness havent lost faith in humanity cuz of d heroes in marawi beautifully written sir jeffcanoyhttps,,en,0.029207,0.792685,0.071918,0.018656,0.113046,"['joy', 0.792685]"
LOCALNEWSNgayon,2017-07-08 17:30,marawi airstrikes target highrise snipersmilitary spokesperson  read via gma news,,en,0.071137,0.072143,0.120946,0.562705,0.342852,"['fear', 0.562705]"
ModernizePH,2017-07-08 17:30,australian spy aircraft begin operation in marawi city,,en,0.082949,0.364944,0.036657,0.098893,0.103127,"['joy', 0.364944]"
jdesignz,2017-07-08 17:27,marawi airstrikes target highrise snipersmilitary spokesperson,,en,0.218273,0.018993,0.028276,0.303516,0.074485,"['fear', 0.303516]"
nelsantiago,2017-07-08 17:27,the group committing atrocities in marawi are terrorists they are not rebels  justice leonen,,en,0.215985,0.023703,0.303594,0.511412,0.180991,"['fear', 0.511412]"
rapplerdotcom,2017-07-08 17:24,co the greatest challenge in the marawi conflict is peace and education zerocasualty,,en,0.012899,0.831278,0.065997,0.085939,0.002539,"['joy', 0.831278]"
nerowattz,2017-07-08 17:23,pagibig orders 6month moratorium on loan fee for members in marawi inquirermobilehttp,,en,0.100296,0.013431,0.21012,0.008818,0.130211,"['sadness', 0.21012]"
AnnwillDe,2017-07-08 17:20,marawi woman doctor writes remorseful open letter to duterte i am sorry too,,en,0.071815,0.024611,0.36125,0.525609,0.101472,"['fear', 0.525609]"
officialomniana,2017-07-08 17:14,conveners meeting with student leaders and writers we intend to collect donations for people of marawi,,en,0.203414,0.390573,0.101812,0.026228,0.409714,"['disgust', 0.409714]"
tanginath,2017-07-08 17:06,so last night while watching the news one of the policemen that was sent to marawi described being there as exciting,,en,0.026257,0.51984,0.176905,0.095697,0.222726,"['joy', 0.51984]"
PhilippinePolRR,2017-07-08 17:06,more or less 80 maute members still in marawi city afp,,en,0.153039,0.039879,0.616615,0.195551,0.177705,"['sadness', 0.616615]"
pinoynewsonline,2017-07-08 17:05,solution for marawi crisis in duterte administration more on,,en,0.10939,0.155362,0.228222,0.39451,0.095139,"['fear', 0.39451]"
elise_mendoza,2017-07-08 17:03,heavy and insightful forum on the marawi conflict but so inspiring to hear from great people doing everything they can to make things better,,en,0.021421,0.815691,0.097422,0.04689,0.018688,"['joy', 0.815691]"
cgnetwork,2017-07-08 17:02,sudan sudan sanctions mosul and marawi  the cheat sheet irin geneva will us relax,,en,0.109263,0.19255,0.361551,0.085203,0.281034,"['sadness', 0.361551]"
newsography1,2017-07-08 17:00,body of singaporean fighter recovered in marawi philippine joint task force singapore asean war,,en,0.234291,0.014135,0.135141,0.556764,0.166904,"['fear', 0.556764]"
dswdfo7,2017-07-08 16:51,cebu city to continue aid for marawi families via manilabulletin dswdserves,,en,0.014767,0.442336,0.285369,0.045556,0.256349,"['joy', 0.442336]"
PHLNewsInsider,2017-07-08 16:51,breaking news alertdevelopingadiong we have no control over cellphone signals in marawi via abscbnnews onlyinthephilippines,,en,0.112483,0.040135,0.622961,0.253681,0.170201,"['sadness', 0.622961]"
PHLNewsInsider,2017-07-08 16:46,breakingnewsnowpagibig declares 6month moratorium on all types of loan payments by its members in marawi city  ncorralesinq,,en,0.050573,0.014608,0.12402,0.026492,0.101345,"['sadness', 0.12402]"
PHLNewsInsider,2017-07-08 16:45,breakingnewsnowpagibig declares 6month moratorium on all types of loan payments for its members in marawi city via ncorralesinq,,en,0.033584,0.018715,0.139152,0.052225,0.121685,"['sadness', 0.139152]"
engr_d,2017-07-08 16:45,the ml solution done in marawi is a hancock solution similar to aleppo the bbl is thought by think tank as the viable solution,,en,0.039331,0.395733,0.12148,0.021113,0.020282,"['joy', 0.395733]"
oxfamph,2017-07-08 16:42,marawi response oxfam partner unyphilwomen helps volunteers who are evacuees themselves deal w conflict trauma,,en,0.312855,0.092915,0.516426,0.222044,0.0211,"['sadness', 0.516426]"
mdusantiago,2017-07-08 16:42,govt doing all the wrong moves after marawi attack,,en,0.220928,0.000617,0.634539,0.364291,0.128831,"['sadness', 0.634539]"
engr_d,2017-07-08 16:39,people especially the fanatics only see one side of the whole problem the recent news shows the other voice of marawi those who oppose ml,,en,0.234388,0.136283,0.439274,0.195338,0.176099,"['sadness', 0.439274]"
Advisory4Travel,2017-07-08 16:35,manila weather bad weather prevents duterte anew from visiting marawi marawi city  president duterte has attemp,,en,0.26011,0.02883,0.419661,0.214558,0.151478,"['sadness', 0.419661]"
jovelyn_n,2017-07-08 16:34,no stopping marawi air strikes to flush out remaining 80 terrorists military,,en,0.128311,0.017006,0.191996,0.477984,0.49938,"['disgust', 0.49938]"
dswdfo7,2017-07-08 16:33,some of our volunteers today convey their messages to the families afftected by marawi clash d,,en,0.117297,0.473967,0.26701,0.032199,0.014429,"['joy', 0.473967]"
zyiteblog,2017-07-08 16:30,sudan sudan sanctions mosul and marawi  the cheat sheet  irin geneva will us relax 20yearold sanction,,en,0.106054,0.191197,0.350669,0.089545,0.267326,"['sadness', 0.350669]"
Andy_Burton,2017-07-08 16:30,the dangerous implications of isis holding on to marawi in the philipines,,en,0.251762,0.027626,0.297258,0.516412,0.140102,"['fear', 0.516412]"
XxxGranolaxxX,2017-07-08 16:21,no stopping marawi air strikes to flush out remaining 80 terrorists mil via youtube,,en,0.121406,0.037032,0.22295,0.40329,0.469439,"['disgust', 0.469439]"
NCorralesINQ,2017-07-08 16:19,pagibig declares 6month moratorium on all types of loan payments for its members in marawi city inquirerdotnet,,en,0.050573,0.014608,0.12402,0.026492,0.101345,"['sadness', 0.12402]"
EcoInternet3,2017-07-08 16:19,sudan sudan sanctions mosul and marawi allafrica environment more,,en,0.023851,0.269704,0.368588,0.098317,0.145712,"['sadness', 0.368588]"
InqNational,2017-07-08 16:19,pagibig declares 6month moratorium on all types of loan payments by its members in marawi city  ncorralesinq,,en,0.050573,0.014608,0.12402,0.026492,0.101345,"['sadness', 0.12402]"
zyiteblog,2017-07-08 16:15,turkish government to help feed marawi students  lanao del sur philippinesthe turkish government will help,,en,0.178229,0.076803,0.250919,0.046064,0.12111,"['sadness', 0.250919]"
PhamNguyenly,2017-07-08 16:15,turkish government to help feed marawi students  philippine star,,en,0.146806,0.183039,0.300965,0.024965,0.167586,"['sadness', 0.300965]"
SmartNewsroom,2017-07-08 16:15,public advisory on the extension of the free call and sms assistance for smart tnt and sun subscribers in marawi,,en,0.031437,0.374323,0.068923,0.027856,0.026156,"['joy', 0.374323]"
p_dt,2017-07-08 16:09,marawi here we come phlnewsonline,,en,0.092527,0.36892,0.213624,0.122441,0.055948,"['joy', 0.36892]"
KamaligTina,2017-07-08 16:06,do they know drug is milking cow 4 d financing terroristic activities in marawi n entire moslem community mindanao taguig quiapo maharlika,,en,0.147339,0.084301,0.511292,0.052913,0.225711,"['sadness', 0.511292]"
acpadilla82,2017-07-08 16:04,intense bombing provided the opening for four civilians to escape after being trapped for 45 days in marawi city,,en,0.106772,0.192199,0.279689,0.155113,0.053311,"['sadness', 0.279689]"
jsinglador,2017-07-08 16:03,atm piece for peace for marawiat hue  me art exhibit sm aura premiere,,en,0.059953,0.491193,0.161021,0.030693,0.027979,"['joy', 0.491193]"
maffayestes,2017-07-08 16:03,updates about our marawi city project thank y,,en,0.01331,0.689304,0.007735,0.006106,0.004044,"['joy', 0.689304]"
tilitay93,2017-07-08 16:01,jvejercito for the benefit of the soldiers fighting in marawi and the displaced families,,en,0.048617,0.363168,0.150077,0.239024,0.186684,"['joy', 0.363168]"
Ivan226622,2017-07-08 16:01,no stopping marawi air strikes to flush out remaining 80 terrorists military marawiclash  abscbn news abscbn,,en,0.10885,0.013885,0.245177,0.464657,0.510836,"['disgust', 0.510836]"
gmanews,2017-07-08 16:01,more or less 80 maute members still in marawi city afp 8,,en,0.153039,0.039879,0.616615,0.195551,0.177705,"['sadness', 0.616615]"
PhilippineStar,2017-07-08 16:00,intense bombing provided the opening for four civilians to escape after being trapped for 45 days in marawi city d,,en,0.106772,0.192199,0.279689,0.155113,0.053311,"['sadness', 0.279689]"
AfricaPulse,2017-07-08 15:57,sudan sudan sanctions mosul and marawi  the cheat sheet  africa news,,en,0.123965,0.026333,0.490641,0.139013,0.427083,"['sadness', 0.490641]"
ABSCBNNews,2017-07-08 15:56,no stopping marawi air strikes to flush out remaining 80 terrorists military marawiclash,,en,0.128311,0.017006,0.191996,0.477984,0.49938,"['disgust', 0.49938]"
ANCALERTS,2017-07-08 15:56,no stopping marawi air strikes to flush out remaining 80 terrorists military d,,en,0.128311,0.017006,0.191996,0.477984,0.49938,"['disgust', 0.49938]"
abiessynian,2017-07-08 15:54,the war at marawi is a great distraction we dont know china already building chinatown bikini bottom edition at west philippine sea,,en,0.047414,0.627212,0.1982,0.059341,0.037719,"['joy', 0.627212]"
DailyStarPH,2017-07-08 15:52,turkey to help feed marawi schoolchildrenevacuees  manila bulletin news ,,en,0.021053,0.084954,0.287164,0.02923,0.050948,"['sadness', 0.287164]"
qnfmpc,2017-07-08 15:52,packing sacks of rice for our marawi city relief operations thank you to all the kapandesals and friends who,,en,0.036038,0.492944,0.056942,0.094192,0.270171,"['joy', 0.492944]"
kapandesalcoop,2017-07-08 15:51,packing sacks of rice for our marawi city relief operations thank you to all the kapandesals,,en,0.029429,0.29493,0.046474,0.111564,0.287924,"['joy', 0.29493]"
RCarranza_,2017-07-08 15:51,in marawi marginalization fuels radicalism says angeloaltez  same pattern ive seen in theictj work in tunisiahttp,,en,0.084325,0.331285,0.161796,0.412622,0.020048,"['fear', 0.412622]"
areopagusPH,2017-07-08 15:50,pontifex expresses solidarity with filipinos amid marawi crisis cbcpnewshttp,,en,0.333432,0.056423,0.186054,0.273353,0.190353,"['anger', 0.333432]"
SkyOrtigas,2017-07-08 15:50,pontifex expresses solidarity with filipinos amid marawi crisis cbcpnews,,en,0.333432,0.056423,0.186054,0.273353,0.190353,"['anger', 0.333432]"
oxfamph,2017-07-08 15:50,marawi conflict response psychosocial services with partner unyphilwomen via youtube,,en,0.20305,0.079168,0.321774,0.011177,0.072352,"['sadness', 0.321774]"
philmonitor,2017-07-08 15:46,afp assures public were doing everything to speed up marawi liberation  via philmonitor,,en,0.167427,0.165383,0.236558,0.126552,0.232883,"['sadness', 0.236558]"
LottoPinas,2017-07-08 15:45,kind of 80 maute members nonetheless in marawi metropolis afp,,en,0.137902,0.463494,0.127059,0.073689,0.045922,"['joy', 0.463494]"
nelsantiago,2017-07-08 15:42,23 2 mautes intent to remove from rp only this part of mindanao 3 the plan of the group was to wage rebellion first in marawi,,en,0.117842,0.100826,0.194165,0.107898,0.203557,"['disgust', 0.203557]"
saino36,2017-07-08 15:42,miss you marawi,,en,0.06203,0.008743,0.736425,0.42664,0.009549,"['sadness', 0.736425]"
nelsantiago,2017-07-08 15:40,13 ml is valid only in marawi 1 the proclamation and reports contain no evidence of actual rebellion outside of marawi city,,en,0.100059,0.070908,0.106948,0.09619,0.02886,"['sadness', 0.106948]"
PHLNewsOnline,2017-07-08 15:37,gma news more or less 80 maute members still in marawi city afp,,en,0.121625,0.030529,0.657151,0.222976,0.229442,"['sadness', 0.657151]"
acpadilla82,2017-07-08 15:34,us continues to stand by the philippines in the fight against terrorism and in efforts to fully secure marawi city ,,en,0.221738,0.089349,0.338569,0.064687,0.479499,"['disgust', 0.479499]"
PhilippineStar,2017-07-08 15:30,us continues to stand by the philippines in the fight against terrorism and in efforts to fully secure marawi city,,en,0.221738,0.089349,0.338569,0.064687,0.479499,"['disgust', 0.479499]"
Philtizen,2017-07-08 15:29,the number of maute group members being pursued by government forces in marawi city has gone down to 80 a,,en,0.154485,0.048909,0.435872,0.180161,0.177428,"['sadness', 0.435872]"
ilovephilippin3,2017-07-08 15:29,more or less 80 maute members still in marawi city afp,,en,0.153039,0.039879,0.616615,0.195551,0.177705,"['sadness', 0.616615]"
Catholic_Radio,2017-07-08 15:28,cardinal tagle urges muslimchristian unity amid marawi conflict  vatican radio newevangelization,,en,0.156155,0.164052,0.22209,0.157758,0.040503,"['sadness', 0.22209]"
showtime_krist,2017-07-08 15:24,unicef is scaling up emergency response programs for the children of marawi learn more annecurtissmith d,,en,0.076553,0.241212,0.135092,0.124535,0.073402,"['joy', 0.241212]"
Sweety070591,2017-07-08 15:22,thank you team bait for helping our kapatid in marawi god bless you all,,en,0.011057,0.915567,0.016089,0.002823,0.00225,"['joy', 0.915567]"
acpadilla82,2017-07-08 15:19,turkish government to help feed marawi students philippinestarphilippinestar ,,en,0.219313,0.065934,0.284691,0.033439,0.178069,"['sadness', 0.284691]"
SAfricaJournal,2017-07-08 15:18,sudan sanctions mosul and marawi the cheat sheet keyissues,,en,0.180026,0.033164,0.409876,0.120724,0.365033,"['sadness', 0.409876]"
ConceptGrp,2017-07-08 15:17,turkish government to help feed marawi students,,en,0.219313,0.065934,0.284691,0.033439,0.178069,"['sadness', 0.284691]"
vensivensi,2017-07-08 15:16,female soldiers show bravery in marawi combat zone,,en,0.034293,0.138502,0.203371,0.252708,0.235711,"['fear', 0.252708]"
PhilippineStar,2017-07-08 15:16,turkish government to help feed marawi students 1,,en,0.219313,0.065934,0.284691,0.033439,0.178069,"['sadness', 0.284691]"
PTVisMin,2017-07-08 15:16,in photos  hue and me embracing art in life an art exhibit for marawi victims at smx convention sm aura premier  via cleizl pardilla,,en,0.019281,0.68475,0.157439,0.039582,0.12158,"['joy', 0.68475]"
PHHotTrends,2017-07-08 15:16,turkish government to help feed marawi students dc marawiupdates,,en,0.197308,0.074191,0.29481,0.030639,0.159263,"['sadness', 0.29481]"
sfrantzman,2017-07-08 15:13,battle w isis in marawi stretches into more than a month background implications across asia saladinaldronnihttp,,en,0.079596,0.240235,0.389479,0.301127,0.083545,"['sadness', 0.389479]"
darnitJC,2017-07-08 15:11,more than publicity stunts what we need rn is to know how you plan to end this without leaving marawi in rubbles,,en,0.13478,0.074561,0.393087,0.172498,0.11363,"['sadness', 0.393087]"
LOCALNEWSNgayon,2017-07-08 15:10,more or less 80 maute members still in marawi city afp  read via gma news,,en,0.047,0.063804,0.550208,0.308155,0.323442,"['sadness', 0.550208]"
SciOfDiscontent,2017-07-08 15:09,supposedly 353 isis fighters and 85 philippines soldiers have been killed fighting in marawi,,en,0.359366,0.0041,0.546278,0.233808,0.218121,"['sadness', 0.546278]"
SciOfDiscontent,2017-07-08 15:08,isis militants in the philippines city of marawi reportedly control about 800 buildings still,,en,0.079791,0.068294,0.251885,0.334433,0.16215,"['fear', 0.334433]"
antipolodiocese,2017-07-08 15:07,the clash between the government forces and the terrorist maute group is still ongoing in marawi city mindanao 8,,en,0.337677,0.00922,0.544389,0.292243,0.168968,"['sadness', 0.544389]"
RJSolis,2017-07-08 15:05,this is total discrimination  a red flag on other human rights issues as privacy show us you can resolve the marawi issue 1st before this,,en,0.129816,0.033289,0.308778,0.020865,0.193767,"['sadness', 0.308778]"
dunkerque82,2017-07-08 15:01,bad weather stops another duterte attempt to go to marawi,,en,0.26349,0.004232,0.587744,0.296538,0.202629,"['sadness', 0.587744]"
cnnphilippines,2017-07-08 15:00,ph satisfaction with duterte hits record high amid marawi crisis  sws,,en,0.037519,0.044774,0.02026,0.10449,0.076843,"['fear', 0.10449]"
SungEmpress,2017-07-08 14:50,could it be that marawi finds him repellent for what hes done,,en,0.034139,0.295043,0.187325,0.256294,0.044091,"['joy', 0.295043]"
manilabulletin,2017-07-08 14:50,bad weather prevents duterte anew from visiting marawi  read befullyinformed,,en,0.197362,0.019617,0.466536,0.388136,0.184548,"['sadness', 0.466536]"
greedysoylatte,2017-07-08 14:45,pero understandable rin given the current situation in marawi huhu,,en,0.107757,0.114772,0.265964,0.104578,0.184346,"['sadness', 0.265964]"
Dj_Jzone,2017-07-08 14:44,lakat ta na  gyera  traveling to marawi city from your home,,en,0.04765,0.343555,0.116549,0.117734,0.033879,"['joy', 0.343555]"
iluvshang,2017-07-08 14:42,as if you knew the complexity of the situation in marawi better move to indo maka compare wagas,,en,0.065083,0.525011,0.31148,0.02005,0.042079,"['joy', 0.525011]"
yusufledesma,2017-07-08 14:35,rody tries to enter marawi philstarnewshttps,,en,0.08992,0.107897,0.329673,0.166487,0.120083,"['sadness', 0.329673]"
ModernizePH,2017-07-08 14:30,20 billion pesos allocated for rebuilding of marawi,,en,0.051232,0.36126,0.434084,0.105485,0.024727,"['sadness', 0.434084]"
ljabadinas,2017-07-08 14:29,via abscbnnews not just people dog trapped in marawi rescued,,en,0.021505,0.241167,0.223183,0.319721,0.181947,"['fear', 0.319721]"
sofing16,2017-07-08 14:26,what a tiring life a painful finger is like walking to marawi saturday be good to me,,en,0.030383,0.563932,0.188223,0.164076,0.152893,"['joy', 0.563932]"
tincazzi,2017-07-08 14:24,bad weather foils another duterte visit to marawi,,en,0.21954,0.015659,0.504186,0.257245,0.230114,"['sadness', 0.504186]"
nationnews,2017-07-08 14:15,philippine armed forces retake dansalan college from islamist militants in marawi city,,en,0.128424,0.074843,0.237486,0.557009,0.206489,"['fear', 0.557009]"
RenKSaFra,2017-07-08 14:10,marawi rise up leyte rise up how to riseup give them drugs,,en,0.298934,0.063102,0.36278,0.282881,0.28562,"['sadness', 0.36278]"
chinnychanini,2017-07-08 14:06,still praying for the people in marawi esp those na held hostages,,en,0.182093,0.033513,0.464466,0.459872,0.15532,"['sadness', 0.464466]"
cnnphilippines,2017-07-08 14:02,marawi crisis management committee we have set up a missing persons center  live,,en,0.150817,0.010883,0.67257,0.335547,0.035151,"['sadness', 0.67257]"
x2fer2008,2017-07-08 13:56,just like what duterte did dared maute to burn down marawi and not only did nothing but instead went to russia even with intel of attack,,en,0.402801,0.025855,0.208907,0.513173,0.222266,"['fear', 0.513173]"
JINGCASTANEDA,2017-07-08 13:55,the horrors of war lets continue to pray for marawi stories on love  tears on courage  the indomitable,,en,0.032593,0.175698,0.317492,0.593468,0.068796,"['fear', 0.593468]"
JamesLAlderson3,2017-07-08 13:54,the dangerous implications of isis holding on to marawi in the philipines anyone know more about this,,en,0.19156,0.03139,0.380451,0.494467,0.180015,"['fear', 0.494467]"
Israelolizer,2017-07-08 13:52,the dangerous implications of isis holding on to marawi in the philipines philippines d,,en,0.225154,0.028767,0.310324,0.511943,0.153662,"['fear', 0.511943]"
cnnphilippines,2017-07-08 13:52,marawi crisis management committee iligan city not accepting any more cadavers  live,,en,0.258429,0.047737,0.244206,0.420949,0.176273,"['fear', 0.420949]"
cnnphilippines,2017-07-08 13:51,marawi crisis management committee soco has been here for 35 days already to set up mobile laboratory  live,,en,0.123535,0.690584,0.095879,0.102271,0.055382,"['joy', 0.690584]"
Duterte24x7,2017-07-08 13:51,watch  weather foils duterte bid visit to marawi  d,,en,0.064771,0.356847,0.140203,0.122839,0.115438,"['joy', 0.356847]"
ANCALERTS,2017-07-08 13:51,adiong we have no control over cellphone signals in marawi live,,en,0.092325,0.190167,0.216552,0.06258,0.051595,"['sadness', 0.216552]"
dwiz882,2017-07-08 13:50,afps herrera we have no control over the cellphone signals in marawi city,,en,0.103213,0.114078,0.184912,0.047442,0.045869,"['sadness', 0.184912]"
worldscouting,2017-07-08 13:50,during his visit to scoutinginapr office ahmadalhendawi also visited scouts collecting goods for displaced from marawi crisis,,en,0.025664,0.356362,0.069143,0.234397,0.167714,"['joy', 0.356362]"
bdsaguing,2017-07-08 13:50,pope expresses solidarity with filipinos amid marawi crisis,,en,0.315599,0.061578,0.186895,0.265,0.180473,"['anger', 0.315599]"
cnnphilippines,2017-07-08 13:48,afp terrorists in marawi still occupying mosques holding hostages  live,,en,0.268539,0.030597,0.367907,0.499331,0.153496,"['fear', 0.499331]"
cnnphilippines,2017-07-08 13:47,afp 800 builldings in marawi still need to be cleared  live,,en,0.063934,0.238113,0.220284,0.071344,0.130112,"['joy', 0.238113]"
cnnphilippines,2017-07-08 13:47,afp terrorists still occupying highrise buildings in marawi  live,,en,0.087451,0.061081,0.357428,0.604373,0.123016,"['fear', 0.604373]"
acpadilla82,2017-07-08 13:44,globe telecom inc and smart communications inc are extending free mobile services to subscribers in marawi city ,,en,0.019923,0.397885,0.061785,0.030056,0.007446,"['joy', 0.397885]"
drWilda,2017-07-08 13:41,the dangerous implications of isis holding on to marawi in the philipines,,en,0.251762,0.027626,0.297258,0.516412,0.140102,"['fear', 0.516412]"
PhilippineStar,2017-07-08 13:40,globe telecom inc and smart communications inc are extending free mobile services to subscribers in marawi city 8,,en,0.019923,0.397885,0.061785,0.030056,0.007446,"['joy', 0.397885]"
NTKRNow,2017-07-08 13:39,duterte support surges to record high in wake of marawi crisis 8,,en,0.252947,0.080795,0.191646,0.518789,0.112107,"['fear', 0.518789]"
dwiz882,2017-07-08 13:37,herrera on marawi access we intend to save more lives may mga inaallow tayo pero due to humanitarian reasons,,en,0.089864,0.276471,0.305482,0.144914,0.02362,"['sadness', 0.305482]"
cnnphilippines,2017-07-08 13:37,marawi crisis management committee national govt committed to rebuilding a better marawi  live,,en,0.164941,0.0272,0.671553,0.246439,0.125789,"['sadness', 0.671553]"
cnnphilippines,2017-07-08 13:28,afp 366 terrorists 87 govt troops 39 civilians killed in marawi  live,,en,0.263253,0.00399,0.698255,0.221106,0.12457,"['sadness', 0.698255]"
cnnphilippines,2017-07-08 13:27,afp on marawi crisis mission not yet done but we are very much focused  live,,en,0.088374,0.058859,0.315429,0.474413,0.208769,"['fear', 0.474413]"
LeePhillipCruz,2017-07-08 13:23,live now marawi crisis management committee holds the press briefing video from anc 247 fb page,,en,0.268402,0.137842,0.3169,0.272706,0.263255,"['sadness', 0.3169]"
dwiz882,2017-07-08 13:23,now press briefing on marawi crisis,,en,0.162687,0.016584,0.196081,0.513332,0.256531,"['fear', 0.513332]"
cnnphilippines,2017-07-08 13:22,marawi crisis management committee we did not neglect the maranao victims  live,,en,0.213671,0.02172,0.476128,0.264897,0.341061,"['sadness', 0.476128]"
ShotgunDaddy69,2017-07-08 13:22,i really dont know but it was duterte who dared maute to attack marawi,,en,0.478511,0.014377,0.080057,0.397147,0.339535,"['anger', 0.478511]"
Ivan226622,2017-07-08 13:21,now on anc marawi crisis management committee holds press briefing  abscbn news abscbnnews july 8 2017,,en,0.280945,0.022181,0.277187,0.388095,0.151335,"['fear', 0.388095]"
ANCALERTS,2017-07-08 13:21,now on anc marawi crisis management committee holds press briefing,,en,0.312409,0.021065,0.189596,0.339541,0.144196,"['fear', 0.339541]"
classy_beatrice,2017-07-08 13:20,i dnt think we need that right now see marawi can they just help to build that first,,en,0.028497,0.359188,0.272952,0.18837,0.026347,"['joy', 0.359188]"
