username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
JensenXFlips;2017-08-06 21:39;8;114;"Para sa mga kapatid natin sa Marawi ! Salamat, @OneMusicPH ! #AwitParaSaMarawi #OneMusicParaSaMarawi pic.twitter.com/pD7JuTDa9k";;@OneMusicPH;#AwitParaSaMarawi #OneMusicParaSaMarawi;"894191175921393664";https://twitter.com/JensenXFlips/status/894191175921393664
ramonjocson;2017-08-07 07:58;1;3;"One philippines foundation nagbigay ng 1 million sa tatlong kaanak ng pulis na namatay sa bakbakan sa marawi";;;;"894346983170727938";https://twitter.com/ramonjocson/status/894346983170727938
joesenolos1;2017-08-07 07:54;0;0;"Tribute to Marawi Esang De Torres. http:// fb.me/3EnlZIiXs";;;;"894346036327718914";https://twitter.com/joesenolos1/status/894346036327718914
aban_jeselle;2017-08-07 07:53;0;0;"To marawi http:// fb.me/9kcqSWOzO";;;;"894345664003428353";https://twitter.com/aban_jeselle/status/894345664003428353
sportnumb1;2017-08-07 07:50;0;0;"Displaced Marawi children get into sports https:// goo.gl/fb/UetTsv";;;;"894345058228588544";https://twitter.com/sportnumb1/status/894345058228588544
IBGDRGONX;2017-08-07 07:47;0;0;"Militer Filipina Ungkap Data Jumlah Teroris yang Mati di Marawi http:// kom.ps/AFxxy5";;;;"894344162170085376";https://twitter.com/IBGDRGONX/status/894344162170085376
ensitikr;2017-08-07 07:47;0;0;"pasang ifttt seminggu Militer Filipina Ungkap Data Jumlah Teroris yang Mati di Marawi http:// kom.ps/AFxxy5";;;;"894344141399871488";https://twitter.com/ensitikr/status/894344141399871488
30cde5d44f83422;2017-08-07 07:46;0;0;"remember marawi";;;;"894344080783691777";https://twitter.com/30cde5d44f83422/status/894344080783691777
OrtegaMichell13;2017-08-07 07:46;1;3;"Amg mag taong papansin kailagan ipadala sa marawi haha... @Jan_Ice83 di ba https:// twitter.com/Jan_Ice83/stat us/894223052463943680 …";;@Jan_Ice83;;"894343871190114308";https://twitter.com/OrtegaMichell13/status/894343871190114308
timtaem93_;2017-08-07 07:44;0;0;"Militer Filipina Ungkap Data Jumlah Teroris yang Mati di Marawi http:// kom.ps/AFxxy5";;;;"894343398026563584";https://twitter.com/timtaem93_/status/894343398026563584
AntiqueraJoseph;2017-08-07 07:43;0;0;"Gusto mo ba makatulong sa Marawi ? Pwede sa pamamagitan ng UNHCR The UN Refugee Agency. Sa halagang P20/day o... http:// fb.me/CZDfrPFP";;;;"894343153364250624";https://twitter.com/AntiqueraJoseph/status/894343153364250624
kimtjisoo;2017-08-07 07:42;0;0;"Militer Filipina Ungkap Data Jumlah Teroris yang Mati di Marawi http:// kom.ps/AFxxy5";;;;"894342894861123588";https://twitter.com/kimtjisoo/status/894342894861123588
kimkaaj;2017-08-07 07:42;0;0;"Militer Filipina Ungkap Data Jumlah Teroris yang Mati di Marawi http:// kom.ps/AFxxy5";;;;"894342887462371328";https://twitter.com/kimkaaj/status/894342887462371328
ohayypi;2017-08-07 07:41;0;0;"kompascom: Militer Filipina Ungkap Data Jumlah Teroris yang Mati di Marawi http:// kom.ps/AFxxy5";;;;"894342715412033536";https://twitter.com/ohayypi/status/894342715412033536
xhaneullina;2017-08-07 07:41;0;0;"Militer Filipina Ungkap Data Jumlah Teroris yang Mati di Marawi http:// kom.ps/AFxxy5";;;;"894342697884037122";https://twitter.com/xhaneullina/status/894342697884037122
peeweeruiz;2017-08-07 07:41;0;0;"i thought that there are only a couple of barangays left being controlled by the rebels in Marawi ? gaano pa katagal? di natin sila kaya?";;;;"894342661733089281";https://twitter.com/peeweeruiz/status/894342661733089281
btsvaltae;2017-08-07 07:40;0;0;"Militer Filipina Ungkap Data Jumlah Teroris yang Mati di Marawi http:// kom.ps/AFxxy5";;;;"894342413069713409";https://twitter.com/btsvaltae/status/894342413069713409
kompascom;2017-08-07 07:40;7;8;"Militer Filipina Ungkap Data Jumlah Teroris yang Mati di Marawi http:// kom.ps/AFxxy5";;;;"894342332031483904";https://twitter.com/kompascom/status/894342332031483904
marit_cabugon;2017-08-07 07:38;0;0;"Bombs hit civilian areas near MSU in Marawi http://www. mindanews.com/top-stories/20 17/08/bombs-hit-civilian-areas-near-msu-in-marawi/ … via @mindanews2010";;@mindanews2010;;"894341961376645120";https://twitter.com/marit_cabugon/status/894341961376645120
nerowattz;2017-08-07 07:32;0;0;"Displaced Marawi children get into sports http:// inq.ph/inqmobileapp InquirerMobile http:// ift.tt/2vvidNU";;;;"894340384318521348";https://twitter.com/nerowattz/status/894340384318521348
chancelottelou5;2017-08-07 07:27;0;0;"taking mo bata pasasalamat kagabi sa one para sa marawi ang mga Mariestellers";;;;"894339243987750912";https://twitter.com/chancelottelou5/status/894339243987750912
sinepanayanon;2017-08-07 07:26;0;0;"ANG BAYAN: 7 Agosto 2017: Bilyong pisong pambobomba sa Marawi - PRWC http:// fb.me/9hgCgCsxy";;;;"894338986394738688";https://twitter.com/sinepanayanon/status/894338986394738688
NYPAAI;2017-08-07 07:21;0;0;"Messages of support for our troops in Marawi City from our Filipino Artists are pouring in. Thank you Angelika... http:// fb.me/1UY54YDIr";;;;"894337672478564353";https://twitter.com/NYPAAI/status/894337672478564353
NYPAAI;2017-08-07 07:21;0;0;"Messages of support for our troops in Marawi City from our Filipino Artists are pouring in. Thank you Gabby... http:// fb.me/7RIpkDCOe";;;;"894337547588952064";https://twitter.com/NYPAAI/status/894337547588952064
NYPAAI;2017-08-07 07:20;0;0;"Messages of support for our troops in Marawi City from our Filipino Artists are pouring in. Thank you Director... http:// fb.me/1dx6TwVgx";;;;"894337400314384386";https://twitter.com/NYPAAI/status/894337400314384386
