username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RoarTracker;2017-09-08 07:52;0;1;"Talked to a friend who's about to be assigned in Marawi . May the odds be ever in your favor. Thank you for your service.";;;;"905941823561936896";https://twitter.com/RoarTracker/status/905941823561936896
marit_cabugon;2017-09-08 07:49;0;0;"Regional CSC official killed by stray bullet in Marawi City @PhilstarNews https:// shar.es/1SBcqC";;@PhilstarNews;;"905941115668332544";https://twitter.com/marit_cabugon/status/905941115668332544
avelmanansala;2017-09-08 07:46;0;2;"Mga Ka-PeYups! Bukas, Sabado, September 9, 2017, 5:00am, na po ang "Takbo Para sa Marawi ". Assembly place is at... http:// fb.me/8Vqipn4Fc";;;;"905940455170256896";https://twitter.com/avelmanansala/status/905940455170256896
MaharLily;2017-09-08 07:46;0;1;"Almost whole night tell now na ang bombahan sa Marawi . My kalaban ba talaga? or sinisira na lang talaga mga natitirang bahay doon?";;;;"905940432986636288";https://twitter.com/MaharLily/status/905940432986636288
dayanadorable;2017-09-08 07:46;0;0;"Kailan kaya matatapos ang gyera sa Marawi :(";;;;"905940300127903744";https://twitter.com/dayanadorable/status/905940300127903744
FLYFFritz;2017-09-08 07:43;0;0;"1 year naman d.i last nakong adto sa marawi . Hehe http:// fb.me/MJG4z2XX";;;;"905939518213074944";https://twitter.com/FLYFFritz/status/905939518213074944
laratheg_uy;2017-09-08 07:40;0;0;"dapat pinapadala sa marawi yang mga ganyang tao e HAHA";;;;"905938873372385280";https://twitter.com/laratheg_uy/status/905938873372385280
InfoNoticiero;2017-09-08 07:37;0;0;"Ejército filipino prepara ofensiva final para liberar Marawi de los terroristas http://www. youtube.com/watch?feature= player_embedded&v=099A5Bt4RFk … http://www. noticias24col.com/ejercito-filip ino-prepara-ofensiva-final-para-liberar-marawi-de-los-terroristas/ …";;;;"905938033115049985";https://twitter.com/InfoNoticiero/status/905938033115049985
PinoyTambayanan;2017-09-08 07:34;0;0;"Regional CSC official killed by stray bullet in Marawi City http:// bit.ly/2wMOk9N #pinoy #tambayan #pinoytv pic.twitter.com/5Uq4sy65xh";;;#pinoy #tambayan #pinoytv;"905937407878586368";https://twitter.com/PinoyTambayanan/status/905937407878586368
PinoyTambayanKo;2017-09-08 07:34;0;0;"Regional CSC official killed by stray bullet in Marawi City http://www. pinoytambayan.org.ph/2017/09/region al-csc-official-killed-by-stray.html … pic.twitter.com/z1aqp2Qh2G";;;;"905937392363819009";https://twitter.com/PinoyTambayanKo/status/905937392363819009
rhapLiam24;2017-09-08 07:34;0;0;"bitter alert. ipadala sa marawi hahahaha..";;;;"905937236289511425";https://twitter.com/rhapLiam24/status/905937236289511425
KentMingaracal;2017-09-08 07:28;0;0;"Usapang Marawi /Maute https:// youtu.be/vcZgNxatZio via @YouTube";;@YouTube;;"905935911187210240";https://twitter.com/KentMingaracal/status/905935911187210240
jurniscom;2017-09-08 07:17;0;0;"Siapkan Serangan Terakhir di Marawi , Militer Filipina Minta Bantuan Pejuang Islam Moro https:// jurnalislam.com/siapkan-serang an-terakhir-di-marawi-militer-filipina-minta-bantuan-pejuang-islam-moro/ … via @Jurnal Islam";;@Jurnal;;"905933105831100416";https://twitter.com/jurniscom/status/905933105831100416
barbieann2521;2017-09-08 07:07;2;1;"sna may magpakailanman si alden ganapan sundalo sa marawi #ALDUBMakasamaKa";;;#ALDUBMakasamaKa;"905930453487640576";https://twitter.com/barbieann2521/status/905930453487640576
T_Klumklomchit;2017-09-08 07:00;5;2;"A #Singaporean arrested for #terrorism . After 2 failing attempts to join #ISIS in #Syria , he was preparing to join the fight in #Marawi . https:// twitter.com/Dr_R_D/status/ 905884832865144833 …";;;#Singaporean #terrorism #ISIS #Syria #Marawi;"905928724813459456";https://twitter.com/T_Klumklomchit/status/905928724813459456
dzbb;2017-09-08 06:39;0;0;"Seguridad sa mga sibilyang nasa Marawi , hinigpitan dahil sa mga nagbagsakan na ligaw na bala. | via @Benjielite pic.twitter.com/ds37RGU0ec";;@Benjielite;;"905923556093026304";https://twitter.com/dzbb/status/905923556093026304
Syrianewsreport;2017-09-08 06:25;0;0;"Singaporean man tried to join fighters in Syria, Marawi - The Straits Times http:// dlvr.it/PlVy4W";;;;"905919884420190208";https://twitter.com/Syrianewsreport/status/905919884420190208
miyyumee;2017-09-08 06:21;0;1;"Because marawi siege did this to us.";;;;"905919094611996674";https://twitter.com/miyyumee/status/905919094611996674
dzbb;2017-09-08 06:21;0;0;"China, nagbigay ng donasyong pondo para sa nagpapatuloy na operasyon ng militar laban sa Maute sa Marawi City. | via @Rodveg72 pic.twitter.com/D3rvZBCE9k";;@Rodveg72;;"905918892970655744";https://twitter.com/dzbb/status/905918892970655744
AIq0XL4rLXqpe7U;2017-09-08 06:14;0;0;"خاص";;;;"905917234178138112";https://twitter.com/AIq0XL4rLXqpe7U/status/905917234178138112
Sh_____d;2017-09-08 06:13;2;0;"اللهم امين يسعدلي قلبك سارونه";;;;"905916942191648773";https://twitter.com/Sh_____d/status/905916942191648773
jjl_jr;2017-09-08 06:09;0;2;"Happy Birthday Mama Mary Praying for good grades and peace in Marawi";;;;"905915833074958336";https://twitter.com/jjl_jr/status/905915833074958336
HughOswyn;2017-09-08 06:07;0;0;"lilac: RT spinsterAtashi: #PushAwardsMayWards ang jowa ni Suna ay napaka Precious at nagkiss sila sa tabi ng marawi MAYWARD OR NOTHING! -Bot";;;#PushAwardsMayWards;"905915419311169536";https://twitter.com/HughOswyn/status/905915419311169536
