sampskat13,2017-06-12 22:28,0,0,# PrayForMarawi,"(['Hagonoy', ' Central Luzon'], Location((14.8360221, 120.734792, 0.0)))",,#,874272164974702594,https://twitter.com/sampskat13/status/874272164974702594
cherylwevans,2017-06-12 21:51,0,0,# prayformarawi,"(['texas'], Location((31.8160381, -99.5120986, 0.0)))",,#,874262841900937216,https://twitter.com/cherylwevans/status/874262841900937216
_artculture,2017-06-12 20:23,0,0,# PrayForMarawi,,,#,874240764716343296,https://twitter.com/_artculture/status/874240764716343296
GinalynMarcial,2017-06-12 20:20,0,1,# prayforMARAWI,,,#,874240077903286272,https://twitter.com/GinalynMarcial/status/874240077903286272
JulchelleBaral2,2017-06-12 19:49,0,0,# PrayForMarawi,,,#,874232306583486465,https://twitter.com/JulchelleBaral2/status/874232306583486465
itsyzzradaiz_,2017-06-12 19:34,0,0,# PrayForMarawi,"(['9 months'], Location((58.4064417, -114.7644006, 0.0)))",,#,874228451753959424,https://twitter.com/itsyzzradaiz_/status/874228451753959424
nothgbs,2017-06-12 19:30,0,0,# PrayForMarawi,"(['LP | MNL | PH'], Location((14.5121499, 121.022046716, 0.0)))",,#,874227280683311104,https://twitter.com/nothgbs/status/874227280683311104
ailahmndz,2017-06-12 19:29,0,0,# PrayForMarawi,"(['PH\xc2\xa0\xf0\x9f\x87\xb5\xf0\x9f\x87\xad'], Location((12.44249325, 122.160395164, 0.0)))",,#,874227136839639040,https://twitter.com/ailahmndz/status/874227136839639040
feelingsad25,2017-06-12 19:26,0,0,# PrayForMarawi,"(['Las Pinas City'], Location((-1.0917672, -80.8977939, 0.0)))",,#,874226297911754752,https://twitter.com/feelingsad25/status/874226297911754752
ZyrellBermeo,2017-06-12 18:40,0,0,# PrayForMarawi,"(['Cebu City', ' Philippines'], Location((10.3090298, 123.8930839, 0.0)))",,#,874214855946805249,https://twitter.com/ZyrellBermeo/status/874214855946805249
RickoDima,2017-06-12 18:10,0,1,# PrayForMarawi,,,#,874207153531232256,https://twitter.com/RickoDima/status/874207153531232256
dennielflores,2017-06-12 13:13,0,0,# PrayForMarawi,"(['d2 lang'], Location((47.8134675, 10.4080938, 0.0)))",,#,874132621202149376,https://twitter.com/dennielflores/status/874132621202149376
beeyankaaaa,2017-06-12 11:43,0,0,# PrayforMarawi,,,#,874109788879179776,https://twitter.com/beeyankaaaa/status/874109788879179776
