_eqzn,2017-06-15 20:23,0,0,# PrayForMarawi,,,#,875327999649906688,https://twitter.com/_eqzn/status/875327999649906688
roshcmg_,2017-06-15 19:56,1,5,# PrayForMarawi,,,#,875321177375256577,https://twitter.com/roshcmg_/status/875321177375256577
