WeAre_YACI,2017-09-01 10:54,0,0,# PrayforMarawi,,,#,903450935275294720,https://twitter.com/WeAre_YACI/status/903450935275294720
sheyrexha,2017-09-01 7:00,0,0,#PrayforMarawi,,,#PrayforMarawi,903392160094945280,https://twitter.com/sheyrexha/status/903392160094945280
