rutherbjr,5/28/2017 9:49,  9tpwm7odlvshil3lftjarg600 ,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",en
pro12gensanps3,5/28/2017 9:03,27may,,en
kwik,5/28/2017 8:46, c7pp4 ,"(['davao city', 'philippines'], Location((7.22650725, 125.454887691, 0.0)))",en
