pantarmps,2017-08-12 18:32,0,2,# PRAYforMARAWI pic.twitter.com/lxzPP9tv3B,,,#,896318343379959808,https://twitter.com/pantarmps/status/896318343379959808
pantarmps,2017-08-12 18:29,0,2,# PRAYforMARAWI pic.twitter.com/tkdDyYcp1w,,,#,896317623234813952,https://twitter.com/pantarmps/status/896317623234813952
