username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ayeeshadicali;2017-06-04 07:59;0;1;"The day they attacked Marawi, I was swinging my new white shirt around like I had no single… https://www.instagram.com/p/BU5ZEQhlYKG/";;;;"871154515302645762";https://twitter.com/ayeeshadicali/status/871154515302645762
raygibson;2017-06-04 07:57;0;0;"Manila is not Marawi. Anyway, if it's not radical islamic terrorism, ill eat a bug.";;;;"871153977466863616";https://twitter.com/raygibson/status/871153977466863616
NPRAshley;2017-06-04 07:57;0;0;"# Marawi occupation is making it harder for Philippine govt to downplay threat of ISIS: http://www.npr.org/2017/06/03/531347313/philippines-attack-robbery-gone-wrong-or-terrorist-act … @ MSullivanSEAsia # Philippines";;@;# #;"871153869933367296";https://twitter.com/NPRAshley/status/871153869933367296
iamangelove;2017-06-04 07:57;0;0;"Awful things happening everywhere # londonbridge # boroughmarket # ResortsWorldManila # Marawi";;;# # # #;"871153810986606592";https://twitter.com/iamangelove/status/871153810986606592
erikaranola;2017-06-04 07:56;0;0;""Meron ako itlog, meron ako mani galing marawi" HAHAHAHHA may itlog kana may mani pa wotwot";;;;"871153705218752514";https://twitter.com/erikaranola/status/871153705218752514
GuicoEduardo;2017-06-04 07:54;1;0;"Let's pray for aldub let's pray for Marawi and let's pray for the Philipinnes!!! # ALDUBPrayForPeace";;;#;"871153242427736064";https://twitter.com/GuicoEduardo/status/871153242427736064
IndonesiaTL;2017-06-04 07:54;0;0;"1 WNI yang Dipulangkan Diketahui Telah Menikah dengan Warga Marawi - Detikcom http://dlvr.it/PJYMsS # IndonesiaNews";;;#;"871153162094166016";https://twitter.com/IndonesiaTL/status/871153162094166016
unspectateur;2017-06-04 07:53;1;3;"Yeah, I wonder what regime the Filipinos tried to change for them to have this Marawi situation? https://twitter.com/spruitje_/status/871152377272950786 …";;;;"871152774922199040";https://twitter.com/unspectateur/status/871152774922199040
zhrax26;2017-06-04 07:52;1;0;"@ _marawi ماينس٢١:صُوتك لو يتكرر على مسمعي بالثانيه ألف مره ما أمله.";;@;;"871152611721965568";https://twitter.com/zhrax26/status/871152611721965568
Princess_IND;2017-06-04 07:51;0;0;"@ null Sabtu Malam, Para WNI yang Terjebak di Marawi Tiba di Soetta Mereka disebutkan a http://dunia.news.viva.co.id/news/read/922192-sabtu-malam-para-wni-yang-terjebak-di-marawi-tiba-di-soetta-berita …";;@;;"871152426278985728";https://twitter.com/Princess_IND/status/871152426278985728
BAPJAE_94;2017-06-04 07:51;0;0;"Sabtu Malam, Para WNI yang Terjebak di Marawi Tiba di Soetta http://dlvr.it/PJYLpV";;;;"871152306426970114";https://twitter.com/BAPJAE_94/status/871152306426970114
masihrindu;2017-06-04 07:50;0;0;"@ null Sabtu Malam, Para WNI yang Terjebak di Marawi Tiba di Soetta Mereka disebutkan a http://dunia.news.viva.co.id/news/read/922192-sabtu-malam-para-wni-yang-terjebak-di-marawi-tiba-di-soetta-berita …";;@;;"871152193864204289";https://twitter.com/masihrindu/status/871152193864204289
TemanSekelas;2017-06-04 07:50;0;0;"@ null Sabtu Malam, Para WNI yang Terjebak di Marawi Tiba di Soetta Mereka disebutkan a http://dunia.news.viva.co.id/news/read/922192-sabtu-malam-para-wni-yang-terjebak-di-marawi-tiba-di-soetta-berita …";;@;;"871152178861228032";https://twitter.com/TemanSekelas/status/871152178861228032
YouAreWierd;2017-06-04 07:50;0;0;"Marawi marawi. I don't know much so i can't comment about it. Even by knowing much, it's hard to comment about it.";;;;"871152175040286720";https://twitter.com/YouAreWierd/status/871152175040286720
smasholics;2017-06-04 07:50;0;0;"@ null Sabtu Malam, Para WNI yang Terjebak di Marawi Tiba di Soetta Mereka disebutkan a http://dunia.news.viva.co.id/news/read/922192-sabtu-malam-para-wni-yang-terjebak-di-marawi-tiba-di-soetta-berita …";;@;;"871152171869290496";https://twitter.com/smasholics/status/871152171869290496
COC4N;2017-06-04 07:50;0;0;"@ null Sabtu Malam, Para WNI yang Terjebak di Marawi Tiba di Soetta Mereka disebutkan a http://dunia.news.viva.co.id/news/read/922192-sabtu-malam-para-wni-yang-terjebak-di-marawi-tiba-di-soetta-berita …";;@;;"871152168677462017";https://twitter.com/COC4N/status/871152168677462017
FANASMASH;2017-06-04 07:50;0;0;"@ null Sabtu Malam, Para WNI yang Terjebak di Marawi Tiba di Soetta Mereka disebutkan a http://dunia.news.viva.co.id/news/read/922192-sabtu-malam-para-wni-yang-terjebak-di-marawi-tiba-di-soetta-berita …";;@;;"871152163111583745";https://twitter.com/FANASMASH/status/871152163111583745
irishportugal_;2017-06-04 07:50;0;0;"ilipad natin ng marawi HAHA";;;;"871152110129172480";https://twitter.com/irishportugal_/status/871152110129172480
VIVAcoid;2017-06-04 07:50;14;11;"Sabtu Malam, Para WNI yang Terjebak di Marawi Tiba di Soetta http://dlvr.it/PJYLpV";;;;"871152067653509120";https://twitter.com/VIVAcoid/status/871152067653509120
phnews24x7;2017-06-04 07:47;0;0;"Seizing of Marawi by Islamist militants a wake-up call for SEA | http://bit.ly/2s5VshA # PHNewspic.twitter.com/jWxhqoQX9q";;;#;"871151370690150401";https://twitter.com/phnews24x7/status/871151370690150401
RILISonline;2017-06-04 07:45;0;0;"Cegah Pentolan ISIS Marawi Masuk Indonesia, TNI Siaga di Perbatasan Filipina http://rilis.id/cegah-pentolan-isis-marawi-masuk-indonesia-tni-siaga-di-peratasan-filipina.html …";;;;"871150757512323072";https://twitter.com/RILISonline/status/871150757512323072
jploh;2017-06-04 07:43;0;0;"I hope all the violence ends already. Manchester, Bangkok, Marawi, Manila, Jakarta, and now London. Stop being dicks, people.";;;;"871150315214479360";https://twitter.com/jploh/status/871150315214479360
skinnergj;2017-06-04 07:40;0;0;"Dozens flee IS militants in war-torn Marawi city http://www.thestar.com.my/news/regional/2017/06/04/dozens-flee-is-militants-in-wartorn-marawi-city/ … via @ skinnergj";;@;;"871149667999825920";https://twitter.com/skinnergj/status/871149667999825920
DioceseofIligan;2017-06-04 07:40;0;0;"Christian-Muslim “dialogue of life and faith” continues amid and beyond Marawi Crisis | MindaNews http://fb.me/70fJgOJkS";;;;"871149625209696256";https://twitter.com/DioceseofIligan/status/871149625209696256
TheFemaIeBible;2017-06-04 07:40;2;10;"SERIOUSLY WHAT IS HAPPENING IN THE WORLD FIRST MANCHESTER... NOW MARAWI # PrayForMarawi https://twitter.com/GIRLposts/status/867066326745047044/photo/1pic.twitter.com/exVVqEyewQ";;;#;"871149583677751296";https://twitter.com/TheFemaIeBible/status/871149583677751296
fabfashionista8;2017-06-04 07:37;0;0;"http://newsinfo.inquirer.net/902397/white-helmets-brave-bullets-to-rescue-trapped-marawi-residents … ‘White helmets’ brave bullets to rescue trapped Marawi residents";;;;"871148881492533248";https://twitter.com/fabfashionista8/status/871148881492533248
nomadbites;2017-06-04 07:37;0;2;"Could the event at Resorts World be a diversion from all what's happening in Marawi?";;;;"871148830070251521";https://twitter.com/nomadbites/status/871148830070251521
roncerod;2017-06-04 07:34;0;0;"This should be done after Marawi crisis is over. Stop the terrorism. # NoToMartialLaw # ImpeachDuterte";;;# #;"871148024826703872";https://twitter.com/roncerod/status/871148024826703872
Mokester71;2017-06-04 07:33;0;0;"I added a video to a @ YouTube playlist http://youtu.be/-mqUmfaSSeQ?a  Philippines forces evacuate ISIS-besieged Marawi amid ongoing battle";;@;;"871147900503502848";https://twitter.com/Mokester71/status/871147900503502848
AziziOthmanMY;2017-06-04 07:33;0;0;"Dozens flee IS militants in war-torn Marawi city http://www.thestar.com.my/news/regional/2017/06/04/dozens-flee-is-militants-in-wartorn-marawi-city/ … pic.twitter.com/np7my1gJCl";;;;"871147896460251136";https://twitter.com/AziziOthmanMY/status/871147896460251136
jeonheeojin;2017-06-04 07:33;0;0;"KaskusBerita: Pekikkan 'Allahu Akbar!', Para Warga Kristen Marawi Lolos dari ISIS https://goo.gl/fb/5EC3Vu # Internasional";;;#;"871147879267696641";https://twitter.com/jeonheeojin/status/871147879267696641
staronline;2017-06-04 07:33;2;2;"Dozens flee IS militants in war-torn Marawi city http://www.thestar.com.my/news/regional/2017/06/04/dozens-flee-is-militants-in-wartorn-marawi-city/ …pic.twitter.com/hfhp3OM6VW";;;;"871147860074446848";https://twitter.com/staronline/status/871147860074446848
WilliamRolls12;2017-06-04 07:32;0;0;"Manchester . Marawi . London Bridge . These all happened in the space of only two weeks . I know it is very frightening but stay strong .";;;;"871147649071808512";https://twitter.com/WilliamRolls12/status/871147649071808512
HeWatchesOver;2017-06-04 07:31;0;0;"www dot HeWatchesOver dot me Muslims protect Christians under attack from Isis-linked group as they flee Marawi... http://ow.ly/cVim50bViDM";;;;"871147456368697344";https://twitter.com/HeWatchesOver/status/871147456368697344
