username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ajerdalupang;2017-06-18 07:59;0;1;"# PrayForMarawi Kullu man aalayha fanin.( Everyone upon the earth will perish). Surah Ar-Rahman";;;#;"876227797857050625";https://twitter.com/ajerdalupang/status/876227797857050625
VetsUnitedMarch;2017-06-18 07:59;4;3;"Christians are given hijabs by Muslims in Marawi to help them escape ISIS militants http://www.newsweek.com/christians-fleeing-isis-are-given-hijabs-muslims-marawi-help-them-escape-625953 …";;;;"876227796036706304";https://twitter.com/VetsUnitedMarch/status/876227796036706304
rasalkhmaimah7;2017-06-18 07:58;0;1;"Where does US role in Marawi leave Duterte’s China pivot? http://sc.mp/8EJzqg  عبر @ SCMP_news";;@;;"876227678529089536";https://twitter.com/rasalkhmaimah7/status/876227678529089536
JCSura;2017-06-18 07:58;0;0;""Duterte says Marawi operation ‘winding up’ as death toll passes 300" http://ift.tt/2rIGxFT";;;;"876227573520486400";https://twitter.com/JCSura/status/876227573520486400
newsbloktwit;2017-06-18 07:58;0;0;"Duterte says Marawi operation ‘winding up’ as death toll passes 300 http://ift.tt/2rIGxFT";;;;"876227539458551808";https://twitter.com/newsbloktwit/status/876227539458551808
boyganz_1962;2017-06-18 07:57;0;0;"To All fathers in Marawi who are fighting for our freedom HAPPY FATHER'S DAY!!!.. thanks for your bravery, Sacrifices, dedications.";;;;"876227385489739776";https://twitter.com/boyganz_1962/status/876227385489739776
Vikthorski;2017-06-18 07:57;0;0;"'Pa Jollibee Para Sa Military' Heartwarming Moment Of Civilians Giving A Little Treat To The Soldiers In Marawi! http://fb.me/yBqdyoOX";;;;"876227301209284608";https://twitter.com/Vikthorski/status/876227301209284608
RMNIloilo774;2017-06-18 07:57;0;0;"WALA SANG FAILURE OF INTELLIGENCE SA MARAWI--Pres. Duterte Ini ang ginpahayag ni Presidente Rodrigo Duterte... http://fb.me/NrJvVpcu";;;;"876227266929242112";https://twitter.com/RMNIloilo774/status/876227266929242112
phildaily;2017-06-18 07:56;0;0;"Diarrhea cases of Marawi evacuees down to 60%: DOH | SunStar - http://Sun.Star  https://goo.gl/fb/TFDXng";;;;"876227191536852992";https://twitter.com/phildaily/status/876227191536852992
Ronnie_Vidal;2017-06-18 07:56;0;0;"Happy FATHERS Day 2all those Fighting 4d Motherland n MARAWI. May GOD protect U. PNP @ SAFpio @ hukbongkatihan @ PhilMarineCorps @ PAF @ PN_speak";;@ @ @ @ @;;"876227083344560128";https://twitter.com/Ronnie_Vidal/status/876227083344560128
news_24_365;2017-06-18 07:56;0;0;"Duterte says Marawi operation ‘winding up’ as death toll passes 300 http://ift.tt/2rIGxFT pic.twitter.com/CHFaRp7lL5";;;;"876226999928463361";https://twitter.com/news_24_365/status/876226999928463361
smashy321;2017-06-18 07:56;1;1;"Duterte says Marawi operation ‘winding up’ as death toll passes 300 https://www.rt.com/news/392808-duterte-martial-law-marawi-siege/ … @ TLWUnow @ carou68 @ Maggie0101";;@ @ @;;"876226999844569089";https://twitter.com/smashy321/status/876226999844569089
sumforward;2017-06-18 07:55;0;0;"WATCH: Soldiers turns emotional while saying goodbye to their loved ones before leaving for Marawi http://fb.me/8RekPlqt6";;;;"876226880659214340";https://twitter.com/sumforward/status/876226880659214340
RAMSEYUNKNOWN;2017-06-18 07:55;0;0;"Duterte says Marawi operation ‘winding up’ as death toll passes 300 https://www.rt.com/news/392808-duterte-martial-law-marawi-siege/ …";;;;"876226780784406528";https://twitter.com/RAMSEYUNKNOWN/status/876226780784406528
tjl1tjl;2017-06-18 07:55;0;0;"Dont say you were not warned. Who really believes ML was just 4 marawi? Its 4 d entire country!!! https://twitter.com/rapplerdotcom/status/876071180830212096 …";;;;"876226745774383105";https://twitter.com/tjl1tjl/status/876226745774383105
nikkijnapalang;2017-06-18 07:53;1;34;"for Father's day, I'd like to ask for prayers. my dad's still in Marawi City and can't leave til all the bs going on is over. thank you.";;;;"876226353049292800";https://twitter.com/nikkijnapalang/status/876226353049292800
CWNewsReport;2017-06-18 07:52;0;0;"Duterte says Marawi operation ‘winding up’ as death toll passes 300 http://www.citizenworldnewsreport.com/duterte-says-marawi-operation-winding-up-as-death-toll-passes-300/ …pic.twitter.com/euK7WiN4JI";;;;"876226165047951361";https://twitter.com/CWNewsReport/status/876226165047951361
CarloIgnacio18;2017-06-18 07:52;0;0;"Grabe ibang celebrities maka salita against Martial Law sa Marawi. Kayo kaya pumunta dun!";;;;"876225994259968000";https://twitter.com/CarloIgnacio18/status/876225994259968000
nutirene24;2017-06-18 07:51;0;0;"Duterte says Marawi operation ‘winding up’ as death toll passes 300 http://www.nutirene.com/duterte-says-marawi-operation-winding-up-as-death-toll-passes-300/ …";;;;"876225815968714752";https://twitter.com/nutirene24/status/876225815968714752
ElleKim23;2017-06-18 07:49;0;4;"To the soldiers who are fighting in Marawi, happy father's day heroes!";;;;"876225192434978816";https://twitter.com/ElleKim23/status/876225192434978816
pacheeksean;2017-06-18 07:48;0;0;"Dahil sa marawi pinapangarap ko ulit magsundalo huhu";;;;"876225119177252864";https://twitter.com/pacheeksean/status/876225119177252864
barnabychuck;2017-06-18 07:48;0;1;"Closing in on the front lines in the battle for # Marawi as fighting gets fiercer. Here’s my @ cgtnamerica report:https://www.youtube.com/watch?v=ZCjSYtuPAWI&t=24s …";;@;#;"876225078316236801";https://twitter.com/barnabychuck/status/876225078316236801
iyahdavid_;2017-06-18 07:48;0;0;"Padala ko na ata sa marawi pinsan ko e";;;;"876225032589942784";https://twitter.com/iyahdavid_/status/876225032589942784
disasters_ph;2017-06-18 07:47;0;0;"Armm spends P35M for humanitarian aid in Marawi City | SunStar - http://Sun.Star http://bit.ly/2snilL8";;;;"876224782114717697";https://twitter.com/disasters_ph/status/876224782114717697
pususuti;2017-06-18 07:44;0;0;"The battle for Marawi: Philippines' new front against Isis. A visual essay http://ibt.uk/A6o9P  v @ IBTimesUK";;@;;"876224053442248707";https://twitter.com/pususuti/status/876224053442248707
Mango_Radio_PH;2017-06-18 07:42;0;0;"MARAWI RELIEF OPERATION: Thank you for giving your donations! We were able to send out the first batch of... http://fb.me/728pUmQf8";;;;"876223620258738177";https://twitter.com/Mango_Radio_PH/status/876223620258738177
lassie_mae;2017-06-18 07:41;0;0;"So what can u suggest kung d ML maybe sir u try to go to marawi and assist the situation puro kontra wala namang maitulong sa marawi afp pnp";;;;"876223293841219584";https://twitter.com/lassie_mae/status/876223293841219584
RitaBaua;2017-06-18 07:35;1;1;"Why did the military refuse relief goods carried by Bayan et al into Marawi City? Methinks that the former has paranoia towards the left.";;;;"876221814657040384";https://twitter.com/RitaBaua/status/876221814657040384
shaulareyess;2017-06-18 07:33;0;6;"nagpadala nasad ug mga sundalo sa marawi. kanus.a pa man ni mahuman uy";;;;"876221380211101696";https://twitter.com/shaulareyess/status/876221380211101696
