BataraDigital,2017-07-02 23:56,1,1,Kami Merekam Dari Dekat Militer Filipina Memburu Militan ISIS di Marawi,"(['Jakarta'], Location((-6.1753942, 106.827183, 0.0)))",,,881542002503897092,https://twitter.com/BataraDigital/status/881542002503897092,id
bts__852,2017-07-02 23:55,0,4,Tapon kita sa Marawi eh,,,,881541887097581568,https://twitter.com/bts__852/status/881541887097581568,fil
davidburger21,2017-07-02 23:54,0,1,MGA SUNDALO AT EVECUEES NANOOD NG LABAN NI PACQUIAO VS HORN SA MARAWI CITY: via YouTube,,@,,881541662585102337,https://twitter.com/davidburger21/status/881541662585102337,fil
sseepphhh,2017-07-02 23:49,0,1,Che balik na ikaw sa marawi laging nasa ayao iyao hahaha,,,,881540254309666816,https://twitter.com/sseepphhh/status/881540254309666816,fil
halfbeatbastard,2017-07-02 23:47,0,1,Matutulog na nga ko. Sana paggising ko: naibalik yung mga ninakaw ni marcos Okay na sa marawi Flight ko na to Macau Crush na ko ng crush ko,"(['Macau', ' China X Mnl', ' Ph'], Location((22.1741907, 113.5515429, 0.0)))",,,881539839983734784,https://twitter.com/halfbeatbastard/status/881539839983734784,fil
jujuenriquez,2017-07-02 23:36,1,5,"Salamat sa diskusyon tungkol sa Marawi kagabi, icafernandez at mga kasamahan. Ongoing pa rin po ang relief drive. DM for details. Salamat!",,@,,881537048905003008,https://twitter.com/jujuenriquez/status/881537048905003008,fil
hannaericap21,2017-07-02 23:29,0,0,baka ipatapon ko sa marawi eh.,"(['mnl'], Location((14.5121499, 121.022046716, 0.0)))",,,881535382772367362,https://twitter.com/hannaericap21/status/881535382772367362,fil
Iqbal__Kholidi,2017-07-02 23:28,4,0,seorang ibu yg tetep buka toko kelontong di Marawi yg jaraknya hanya beberapa km dari perang berkata; udah biasa dengar suara tembakan,"(['Indonesia - Saudi Arabia'], Location((21.486356, 39.183278003, 0.0)))",,,881535095995224064,https://twitter.com/Iqbal__Kholidi/status/881535095995224064,id
RebeccaRambar,2017-07-02 23:19,0,1,Philippines La Bataille pour regagner Marawi s’intensifie contre l' EI Bombardement intensif des positions d' ISIS Duterte,"(['Cyberland'], Location((4.9380411, -52.3329734, 0.0)))",,# # # # # #,881532767602954241,https://twitter.com/RebeccaRambar/status/881532767602954241,fr
giuliapompili,2017-07-02 23:16,0,2,Questa è Marawi oggi. Le Forze armate filippine avevano detto che l'avrebbero riconquistata prima della fine del Ramadan.,,,,881532055535923200,https://twitter.com/giuliapompili/status/881532055535923200,it
merrylpano,2017-07-02 23:15,0,1,KASABWAT TO NG MGA NASA MARAWI,"(['wj'], Location((31.9964335, 35.8814384, 0.0)))",,,881531817580298243,https://twitter.com/merrylpano/status/881531817580298243,fil
itsdreilabitan,2017-07-02 23:10,0,1,Dapat ipa marawi ni siya hahaha lala na kaayo,,,,881530521121050628,https://twitter.com/itsdreilabitan/status/881530521121050628,fil
hapeeshart,2017-07-02 23:08,0,1,kasabar bali-balita ksi sa capitol na mag carpet bombing sila ehhh mawawala yan lahat ng bahay sa marawi,,,,881529910497468416,https://twitter.com/hapeeshart/status/881529910497468416,fil
AnxoRey,2017-07-02 23:04,0,0,Mais dun mes e Marawi segue en mans do ISIS...,"(['A Coru\xc3\xb1a'], Location((43.1538815, -8.58094180456, 0.0)))",,,881529023309983745,https://twitter.com/AnxoRey/status/881529023309983745,gl
