ezekieltengco,2017-07-29 23:59,0,0,Sa marawi ka nalang,"(['Manitoba', ' Canada'], Location((55.001251, -97.001038, 0.0)))",,,891327372313718784,https://twitter.com/ezekieltengco/status/891327372313718784,fil
jannodips,2017-07-29 23:58,0,0,"Nakakawala nang gana umuwi sa Marawi, lalo na't wala ka nang madadatnan na bahay dun. Mas masakit eh kakatapos lang ng bahay..",,,,891327117631176704,https://twitter.com/jannodips/status/891327117631176704,fil
MariestellerCAP,2017-07-29 23:56,1,2,May Awit para sa Marawi pa pala,"(['Roxas City', ' Capiz', ' Philippines'], Location((11.62493885, 122.739520941, 0.0)))",,,891326692324589568,https://twitter.com/MariestellerCAP/status/891326692324589568,fil
NurseCha_,2017-07-29 23:53,0,0,Sige patapon natin yan sa marawi sumbong naten kay du30 :),,,,891325825546452993,https://twitter.com/NurseCha_/status/891325825546452993,fil
_angelamri,2017-07-29 23:50,0,0,PADALA MO SA MARAWI HAHAHA,,,,891324971733008384,https://twitter.com/_angelamri/status/891324971733008384,fil
DU30_News,2017-07-29 23:49,0,0,BREAKING NEWS! SEN PACQUIAO BUMISITA SA MARAWI TRILLANES DI MAKAPANIWALA... via YouTube,"(['Manila City'], Location((14.5906216, 120.9799696, 0.0)))",@,#,891324746037592065,https://twitter.com/DU30_News/status/891324746037592065,fil
BarbaraLuethi,2017-07-29 23:47,2,5,Der Kampf um die Stadt Marawi im Süden der Philippinen. Heute 19.30 tagesschau srfnews,,@,# # #,891324397545377796,https://twitter.com/BarbaraLuethi/status/891324397545377796,de
miggysotto,2017-07-29 23:46,0,1,Oks pachups kain muna tayo orange house. Liempo double rice pasabaw ng bicol. Nasa marawi pa daw si jejeton,"(['Manila', ' PH'], Location((14.5906216, 120.9799696, 0.0)))",,,891324053755092992,https://twitter.com/miggysotto/status/891324053755092992,fil
JannahManuelle,2017-07-29 23:37,0,0,MARAWI ba kamo? St. Gentien yan e,,,,891321910956482560,https://twitter.com/JannahManuelle/status/891321910956482560,fil
commentbotph,2017-07-29 23:31,0,0,Baranggay tanod gaya2 ka masydo e2long mo na EDCA implememtation yang Marawi Siege. Tell them the truth.,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,891320208966766593,https://twitter.com/commentbotph/status/891320208966766593,fil
GJBamba,2017-07-29 23:29,0,0,Ano pong song ang pwede mong ialay for the people of Marawi..,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,891319805730406401,https://twitter.com/GJBamba/status/891319805730406401,fil
JycMgl,2017-07-29 23:20,0,0,Para kaming mga naipit ng gulo sa Marawi sa sinakyan naming jeep. Malupit!,"(['Pilipinas'], Location((12.7503486, 122.7312101, 0.0)))",,,891317574566256641,https://twitter.com/JycMgl/status/891317574566256641,fil
seyruhhhhhhh,2017-07-29 23:20,0,0,"syempre pag lasing ka na ililigaw ka namin, punta ka namin marawi",,,,891317499655999488,https://twitter.com/seyruhhhhhhh/status/891317499655999488,fil
mkb4luv123,2017-07-29 23:20,0,0,Ilaan nalang daw sa Marawi ang budget sa pagpapakain nito sa kulungan..malaki-laki daw...,,,,891317420828139521,https://twitter.com/mkb4luv123/status/891317420828139521,fil
itsmejohn001,2017-07-29 23:17,0,0,Otw Marawi ingat samin,"(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",,,891316851824709632,https://twitter.com/itsmejohn001/status/891316851824709632,fil
Deeejayflores,2017-07-29 23:17,0,1,nasa marawi pa kami. haha,"(['Quezon City'], Location((14.6509905, 121.0486155, 0.0)))",,,891316681649176578,https://twitter.com/Deeejayflores/status/891316681649176578,fil
andreasoliven_,2017-07-29 23:15,0,0,Hamag ka hahahahahaha ano man pati ta pag aadalan ko ang marawi. Mas padangat ko course ko ahahaahhaha,"(['Jax \xc2\xa0\xf0\x9f\x92\x98'], Location((45.1683631, 3.6168847, 0.0)))",,,891316323271168001,https://twitter.com/andreasoliven_/status/891316323271168001,fil
greenoraaange,2017-07-29 23:14,0,0,bangis baga hahahaha marawi hahahahahaha,"(['Naga City', ' Philippines'], Location((13.6232024, 123.1857873, 0.0)))",,,891315959578767365,https://twitter.com/greenoraaange/status/891315959578767365,fil
andreasoliven_,2017-07-29 23:10,0,0,Tangina nangalas pati ko lang pagsabi mong marawi jayup ahaahhaahhaha,"(['Jax \xc2\xa0\xf0\x9f\x92\x98'], Location((45.1683631, 3.6168847, 0.0)))",,,891314914811183104,https://twitter.com/andreasoliven_/status/891314914811183104,fil
delaMayore,2017-07-29 23:07,0,0,geng 212 yg lagi BERENCANA MERUSAK NKRI sudah terbukti BEJAD di syria Iraq Marawi... lawan_teroris jokowi Menkopolhukam masak di diamkan!,"(['in the middle of nowhere'], Location((50.063242, -123.000116, 0.0)))",@ @ @,,891314303847997441,https://twitter.com/delaMayore/status/891314303847997441,id
delaMayore,2017-07-29 23:03,0,0,PARASIT ISIS kok merasa punya HAM...tujuannya aja MEMBAHAYAKAN NKRI belum lagi KELAKUAN mereka di Syria Iraq Marawi Nigeria Sudan ...,"(['in the middle of nowhere'], Location((50.063242, -123.000116, 0.0)))",,,891313326017335296,https://twitter.com/delaMayore/status/891313326017335296,id
kenjitorcende23,2017-07-29 22:55,0,0,MGA BATA SA MARAWI INA IDOL ANG MAUTE BROTHERS!PANOORIN: via YouTube,"(['Davao Region'], Location((7.0645241, 125.6084143, 0.0)))",@,,891311318644523008,https://twitter.com/kenjitorcende23/status/891311318644523008,fil
greenoraaange,2017-07-29 22:54,0,1,HAHAHAHAHAHA sayang dae ko na dapat tigsabi para marawi haha,"(['Naga City', ' Philippines'], Location((13.6232024, 123.1857873, 0.0)))",,,891310858143268868,https://twitter.com/greenoraaange/status/891310858143268868,fil
dELLAth_maiden,2017-07-29 22:48,0,0,Please read. Sana makarating to kay Digong at sana yang mga pulis na yan ipadala sa Marawi.,,,,891309563470893056,https://twitter.com/dELLAth_maiden/status/891309563470893056,fil
lugto13,2017-07-29 22:45,0,0,Digmaan sa Marawi Malapit ng Matapos ayon sa Palasyo,,,,891308823360745472,https://twitter.com/lugto13/status/891308823360745472,fil
mariocastro2311,2017-07-29 22:41,0,0,Manny Pacquiao visita al ejército filipino en Marawi La leyenda del boxeo Manny Pacquiao visitó a las tropas...,"(['Sonora', ' M\xc3\xa9xico'], Location((29.3333331, -110.6666671, 0.0)))",,,891307743491084288,https://twitter.com/mariocastro2311/status/891307743491084288,es
marawi_sb,2017-07-29 22:40,0,1,"عندما تتخطى مرحلة صعبة من حياتك، أكمل الحياة كناجٍ وليس كضحية."" - جلال الدين الرومي""","(['Yemen'], Location((16.3471243, 47.8915271, 0.0)))",,,891307404880695296,https://twitter.com/marawi_sb/status/891307404880695296,ar
Vincie_18,2017-07-29 22:34,0,0,Ohh diba amazing talaga ang marawi tour ng mezanin,"(['Jan lang'], Location((29.4998863, -98.4685829, 0.0)))",,,891305842619723776,https://twitter.com/Vincie_18/status/891305842619723776,fil
borgonyuuuh,2017-07-29 22:28,0,0,Hoy kadugay pa nmo mahimong sundalo. Kinsay awayon nmos marawi anang panahona,,,,891304447380410368,https://twitter.com/borgonyuuuh/status/891304447380410368,ceb
wackydoy,2017-07-29 22:26,0,0,"Isasabak sa marawi,bakit may problema ba sa pagiging sundalo?","(['StRaM Ave.'], Location((50.2032182, -125.2446209, 0.0)))",,,891304035373826048,https://twitter.com/wackydoy/status/891304035373826048,fil
