duIseht,2017-07-08 23:59,0,0,GUSTO MO AKONG IPASABAK SA MARAWI?? PARA ANO? HAYUP PALA KAYO EH SA ARAW ARAW NA PANGBUBULLY NIYO SAAKIN NAGAWA NIYO PA YAN IPOST PUTA,,,,883717266373615616,https://twitter.com/duIseht/status/883717266373615616,fil
66baddie,2017-07-08 23:54,2,7,kasalukuyan pong nasa marawi ang punyeta squad,,,,883715931335147520,https://twitter.com/66baddie/status/883715931335147520,fil
yeth_mndza,2017-07-08 23:52,0,1,Tani ndi ka lang pag ipadala sa Marawi,,,,883715496561917952,https://twitter.com/yeth_mndza/status/883715496561917952,fil
def_filipino,2017-07-08 23:49,0,0,"Wika ni Duterte, nais niyang magtungo sa Marawi City ngunit ito’y kaniyang kinansela dahil sa sama ng panahon.",,,,883714770255441920,https://twitter.com/def_filipino/status/883714770255441920,fil
yamgishi,2017-07-08 23:38,1,3,PTV NEWS: DUTERTE HINDI NAKAPUNTA sa MARAWI; LINDOL UPDATE sa LEYTE & TA...,,,,883711779905220611,https://twitter.com/yamgishi/status/883711779905220611,fil
wraissyyypayad,2017-07-08 23:36,0,0,Dugong dugo na utak ko dinaig pa ang nakikipag bakbakan sa Marawi,,,,883711381718970370,https://twitter.com/wraissyyypayad/status/883711381718970370,fil
dai_akuma,2017-07-08 23:24,0,0,gak mampir ke marawi har?,,,,883708468305084419,https://twitter.com/dai_akuma/status/883708468305084419,id
al_risaala,2017-07-08 23:22,0,0,"Marawi, UFILIPINO: polisi waiomba serikali kuandaa vitambulisho maalum kwa Waislam kutambulika…",,,,883707891647119361,https://twitter.com/al_risaala/status/883707891647119361,sw
iamsteffyy,2017-07-08 23:18,0,1,Ipapadala ko yung cast ng ika anim na utos sa marawi nafefeel ko lalaban talaga sila para sa bayan.,,,,883706812012167168,https://twitter.com/iamsteffyy/status/883706812012167168,fil
rafaelsaluuud,2017-07-08 23:15,0,1,"Sumikat bro! Haha, papadala ko na sa marawi eh",,,,883706056085393408,https://twitter.com/rafaelsaluuud/status/883706056085393408,fil
dMspriggan,2017-07-08 23:12,0,1,umulit ka pa papatapon na kita sa marawi,,,,883705250133168130,https://twitter.com/dMspriggan/status/883705250133168130,fil
supahmarky,2017-07-08 23:08,0,1,Girl dami mong pinaglalaban. Punta ka sa Marawi jusko,,,,883704311556919296,https://twitter.com/supahmarky/status/883704311556919296,fil
pinoynewsonline,2017-07-08 23:05,0,0,"MGA BALITA (JULY 1, 2017) PRES. DUTERTE/MARAWI NEWS UPDATES More on...",,,,883703520452501505,https://twitter.com/pinoynewsonline/status/883703520452501505,fil
berandanews7,2017-07-08 23:04,0,0,Jokowi: Teror Marawi Jadi 'Wake-up Call' Bagi Kita Semua,,,,883703223839850496,https://twitter.com/berandanews7/status/883703223839850496,id
MarilynDBautis2,2017-07-08 23:02,0,0,sammangubat for Awit Para sa Marawi plz OneMusicPh,,@ @,,883702852610170880,https://twitter.com/MarilynDBautis2/status/883702852610170880,fil
IranzoThrii,2017-07-08 23:01,0,0,Pwede pa kaya ako mag volunteer na soldier sa Marawi qwe,,,#,883702698482311169,https://twitter.com/IranzoThrii/status/883702698482311169,fil
ricafort_ranzzz,2017-07-08 22:59,0,1,reyesjessicaaaa uwi na tayo sa marawi.,,@,,883702028869935104,https://twitter.com/ricafort_ranzzz/status/883702028869935104,fil
MJClosaaa,2017-07-08 22:53,0,4,"Yung isa kong kasama sa trabaho pinadala na sa marawi"" NAKO PA,D AKO PAPAYAG NA IPAPADALA KA DIN""",,,,883700558351040512,https://twitter.com/MJClosaaa/status/883700558351040512,fil
ayurvida1994,2017-07-08 22:51,0,1,kukutusan ko un nagsabing nagpaparty lang si leni habang may gulo marawi at lindol sa leyte.,,,,883700010084253696,https://twitter.com/ayurvida1994/status/883700010084253696,fil
B4nci,2017-07-08 22:50,0,0,null Jokowi: Teror Marawi Jadi 'Wake-up Call' Bagi Kita Semua Jokowi menilai aksi rad,,@,,883699934062460928,https://twitter.com/B4nci/status/883699934062460928,id
berlyknooots,2017-07-08 22:47,0,4,Sa sobrang palaban pwede ng ipalipad papuntang marawi at don makipagbakbakan,,,,883699043951493120,https://twitter.com/berlyknooots/status/883699043951493120,fil
jesusakath,2017-07-08 22:46,0,1,HAHAHAHA marawi tayo sagot ko na pamasahe mo! hahahahaha,,,,883698763700752385,https://twitter.com/jesusakath/status/883698763700752385,fil
JMiguelO,2017-07-08 22:42,0,0,"GUILTY KASI SIYA MAY KASALANAN BAKIT NAGKAGANYAN SA MARAWI! Alam na niya magkakagulo, pumunta pa Russia dala buong tropa niya",,,,883697802483650561,https://twitter.com/JMiguelO/status/883697802483650561,fil
StandBehindJKW,2017-07-08 22:41,0,0,"Di KTT G20, Jokowi Bicara soal Wilayah Marawi yang Dikuasai ISIS 98",,,,883697673563275264,https://twitter.com/StandBehindJKW/status/883697673563275264,id
hariankompas,2017-07-08 22:41,1,2,Kisah anak2 pengungsi akibat konflik di Marawi. Laporan wartawan hariankompas dari Filipina.,,@,,883697457766440961,https://twitter.com/hariankompas/status/883697457766440961,id
jovelyn_n,2017-07-08 22:40,0,0,Airstrikes tuloy laban sa tinatayang 80 natitirang terorista sa Marawi,,,,883697415102107649,https://twitter.com/jovelyn_n/status/883697415102107649,fil
itsmefretch_18,2017-07-08 22:40,3,3,Elnella on OneMusicPH for Awit Para Sa Marawi benefit concert please. BloodyCrayons,,@,#,883697229231411200,https://twitter.com/itsmefretch_18/status/883697229231411200,fil
kylene_quinto,2017-07-08 22:36,0,0,magsama kayo sa marawi,,,,883696386469879810,https://twitter.com/kylene_quinto/status/883696386469879810,fil
Ivan226622,2017-07-08 22:32,0,0,Airstrikes tuloy laban sa tinatayang 80 natitirang terorista sa Marawi MarawiClash — TV Patrol (TVPatrol) July 8…,,,#,883695332990881793,https://twitter.com/Ivan226622/status/883695332990881793,fil
itsmefretch_18,2017-07-08 22:32,0,1,"It's a benefit concert for Marawi. Entitled Awit Para Sa Marawi""""",,,,883695316154720256,https://twitter.com/itsmefretch_18/status/883695316154720256,fil
peytiru,2017-07-08 22:32,0,0,yes titaaaa! so far so good. buay ng Surg bc Marawi,,,,883695256352415744,https://twitter.com/peytiru/status/883695256352415744,fil
TVPatrol,2017-07-08 22:30,3,11,"TVPatrol Wala nang isang daan ang kalaban ng militar sa Marawi, pero tuloy pa rin ang mga airstrike.",,,#,883694891385016322,https://twitter.com/TVPatrol/status/883694891385016322,fil
_hem_hem_,2017-07-08 22:27,0,1,ARMY daw siya Oo ARMY panggera papadala kita sa Marawi eh FAKE! si Jungkook lang naman kilala,,,,883694034379718656,https://twitter.com/_hem_hem_/status/883694034379718656,fil
IamRiiiiizza,2017-07-08 22:26,0,0,Donate for Marawi City for them to be happy... SupportforMarawiCity P.S. Hanggang July 13 na lamang po ang...,,,#,883693867916251137,https://twitter.com/IamRiiiiizza/status/883693867916251137,fil
LiamSamYhniez,2017-07-08 22:21,3,3,sammangubat for Awit Para sa Marawi plz OneMusicPH,,@ @,,883692612741324801,https://twitter.com/LiamSamYhniez/status/883692612741324801,fil
bjhrrn,2017-07-08 22:20,0,0,"kompascom: Populer Pasukan Filipina kecut menghadapi para penembak jitu ISIS di Marawi, sehingga memilih untuk me…",,,#,883692268984684544,https://twitter.com/bjhrrn/status/883692268984684544,id
TVPatrol,2017-07-08 22:20,7,23,Airstrikes tuloy laban sa tinatayang 80 natitirang terorista sa Marawi MarawiClashhttp://,,,#,883692148079693825,https://twitter.com/TVPatrol/status/883692148079693825,fil
kompascom,2017-07-08 22:16,7,11,"Populer Pasukan Filipina kecut menghadapi para penembak jitu ISIS di Marawi, sehingga memilih untuk menyerang ...",,,#,883691372020207616,https://twitter.com/kompascom/status/883691372020207616,id
_heyitsnins,2017-07-08 22:16,0,0,bukas magstart na ko magtraining... para maging amazon tapos pag same same na kami ni diana pupunta ko sa marawi charot,,,,883691307230650369,https://twitter.com/_heyitsnins/status/883691307230650369,fil
iThet914,2017-07-08 22:14,1,2,Last na nila yan teh! padala ko sa marawi mga yan bwesit hahah,,,,883690765339074560,https://twitter.com/iThet914/status/883690765339074560,fil
zincliars,2017-07-08 22:11,0,0,ala marawi city ganon mautak group charot hahHh,,,,883690115595255811,https://twitter.com/zincliars/status/883690115595255811,fil
renzeeb21gmail1,2017-07-08 22:10,0,1,Ehhh...adto daw marawi biii...,,,,883689861026160640,https://twitter.com/renzeeb21gmail1/status/883689861026160640,ceb
yagchri,2017-07-08 22:10,2,1,EN IMAGES. Philippines : les djihadistes résistent toujours à Marawi via LeParisienMonde,,@,,883689721368649729,https://twitter.com/yagchri/status/883689721368649729,fr
gmanewsfacebook,2017-07-08 22:10,0,0,"Sa edad na 16, baril na ang hawak ng isang recruit ng Maute na inaresto sa gitna ng bakbakan sa Marawi City....",,,,883689641622110209,https://twitter.com/gmanewsfacebook/status/883689641622110209,fil
carllinang,2017-07-08 22:09,0,1,Jusq sabi ni mommy pagkakalapit ng Tagum sa Marawi. Pagkakalayo nga,,,,883689508964663297,https://twitter.com/carllinang/status/883689508964663297,fil
iThet914,2017-07-08 22:06,1,9,Minsan na nga lang mag OL ito pa bubungad! Mga hayop at mga papansin! Bullshit! Sarap nyo ipdala sa marawi at gawing sniper!,,,,883688846143045632,https://twitter.com/iThet914/status/883688846143045632,fil
ViralVideoHQ,2017-07-08 22:05,0,0,"JULY 9,2017 - MILITAR, DISIDIDONG PULBUSIN MGA MAUTE SA MARAWI CITY! RESIDENTE INIISA-ISA!: via YouTube",,@,,883688617494884352,https://twitter.com/ViralVideoHQ/status/883688617494884352,fil
ririjq,2017-07-08 22:02,0,1,Si wonder woman ang sagot sa gulo sa Marawi,,,,883687832950198274,https://twitter.com/ririjq/status/883687832950198274,fil
thisgrasya,2017-07-08 21:55,1,1,Para maiba sa mga suggestions nila.. VOLTS VALLEJO for AWIT SA MARAWI,,,,883686083635970049,https://twitter.com/thisgrasya/status/883686083635970049,fil
ViralVideoHQ,2017-07-08 21:55,0,0,"4 SIBILYAN NA NAIPIT SA BAKBAKAN NG MILITAR AT MAUTE SA MARAWI, NASAGIP NA!",,,,883685957895168001,https://twitter.com/ViralVideoHQ/status/883685957895168001,fil
jmrafael7,2017-07-08 21:55,0,4,Marawi para sa mga pusong nasawi,,,,883685890387623936,https://twitter.com/jmrafael7/status/883685890387623936,fil
kxdonly,2017-07-08 21:53,1,13,im sure imdanielpadilla would be happy pag kumanta siya para sa marawi. boom rhymes,,@,,883685431539187712,https://twitter.com/kxdonly/status/883685431539187712,fil
0yolx8I2JhhDUZc,2017-07-08 21:52,0,0,ايش الفشخه دي,,,,883685248449597441,https://twitter.com/0yolx8I2JhhDUZc/status/883685248449597441,ar
ConceptGrp,2017-07-08 21:50,0,0,Pag-IBIG OKS P3-B loan package for Marawi folk - Read: BeFullyInformed,,,#,883684762245779458,https://twitter.com/ConceptGrp/status/883684762245779458,fil
treseeeyy_,2017-07-08 21:50,0,0,Ipadala nyo na si Cardo sa Marawi para matapos na Probinsyano!,,,,883684739990798336,https://twitter.com/treseeeyy_/status/883684739990798336,fil
riveraljohnrey,2017-07-08 21:47,0,0,9-JUL-17 MGA NAGBABAGANG BALITA NGAYONG ARAW - MARAWI MAUTE UPDATE | LEYTE L1NDOL UPDATE: via YouTube,,@,,883683996110073856,https://twitter.com/riveraljohnrey/status/883683996110073856,fil
justmissasher,2017-07-08 21:46,3,14,kukutusan natin ung mga fans na maghuhumerintado bukas ipapadala natin sila sa marawi haha char,,,,883683743327637507,https://twitter.com/justmissasher/status/883683743327637507,fil
LuisDanielGon20,2017-07-08 21:46,0,0,En ecinter: Dentro de la batalla por Marawi: el Ejército filipino contra el ISIS,,@,,883683709332934660,https://twitter.com/LuisDanielGon20/status/883683709332934660,es
carmsmercado,2017-07-08 21:45,0,0,susunod na kasi sa marawi yun ihh hhahahahahajk daming ganap,,,,883683489442258944,https://twitter.com/carmsmercado/status/883683489442258944,fil
anciroarafhel,2017-07-08 21:39,0,1,may formation yang mga yan magrarally para sa marawi,,,,883682069183774720,https://twitter.com/anciroarafhel/status/883682069183774720,fil
eeejiing,2017-07-08 21:38,0,0,Surrender nako pag mag two months na ang gubat sa marawi,,,,883681738689466368,https://twitter.com/eeejiing/status/883681738689466368,fil
strawpaully,2017-07-08 21:32,0,1,Okay lang po basta makita lang kita at makasama kahit sa marawi pa yan handa akong pumunta I love you!!!! :*,,,,883680179175833602,https://twitter.com/strawpaully/status/883680179175833602,fil
ElkieSanteban,2017-07-08 21:31,0,0,meunnie Medicol para sa mga bilat nga kusog mo sukol! charot mura mag hero sa marawi,,@,,883680017883947008,https://twitter.com/ElkieSanteban/status/883680017883947008,ceb
egdsgn,2017-07-08 21:30,0,0,Mga residente ng Marawi mas ligtas dahil sa idineklarang Martial Law,,,,883679778758426624,https://twitter.com/egdsgn/status/883679778758426624,fil
09Geian,2017-07-08 21:26,0,1,Para sa bayan PrayForMarawi,,,#,883678661290803201,https://twitter.com/09Geian/status/883678661290803201,fil
abbybananana,2017-07-08 21:25,0,0,"this is what you called toxic sa lipunan"" PADALA SA MARAWI HAHAHAHAHA """,,,,883678489630490624,https://twitter.com/abbybananana/status/883678489630490624,fil
i3ryok,2017-07-08 21:21,0,0,ARMM official pumalag sa paninisi sa kanila kaugnay sa gulo sa Marawi City - 8,,,,883677366475571200,https://twitter.com/i3ryok/status/883677366475571200,fil
Jolie051991,2017-07-08 21:19,0,2,Thank you yongkiss laki ng tulong yan sa mga kapatid nten sa marawi,,,,883676998127812608,https://twitter.com/Jolie051991/status/883676998127812608,fil
chrlsxyz,2017-07-08 21:19,0,4,marawi para sa mga taong gustong bumawi,,,,883676848995000321,https://twitter.com/chrlsxyz/status/883676848995000321,fil
RougeFriend,2017-07-08 21:19,0,0,That moment na naguusap yung mga umiinom about marawi and duterte then all of a sudden time machine na at hologram ang topic. Matinde ah,,,,883676808457068548,https://twitter.com/RougeFriend/status/883676808457068548,fil
dzrhnews,2017-07-08 21:11,1,1,"Sa ating headlines: Pagpunta ni Pang. Rodrigo Duterte sa Marawi City, naudlot na naman YanAngDZRH",,,#,883674935012409344,https://twitter.com/dzrhnews/status/883674935012409344,fil
Kkbb211,2017-07-08 21:11,0,0,اممموح,,,,883674876879437826,https://twitter.com/Kkbb211/status/883674876879437826,ar
huusskyy,2017-07-08 21:09,0,1,"Naghahangos paman, kaso masakiton ang buhay igdi sa marawi san. Pasundo daw h4h4h4h4",,,,883674460536029186,https://twitter.com/huusskyy/status/883674460536029186,fil
ImErrlCgyn,2017-07-08 21:09,0,1,kunin kita sa grupo ko. Laban tayo sa marawi,,,,883674311705284608,https://twitter.com/ImErrlCgyn/status/883674311705284608,fil
TataLeeKnow,2017-07-08 21:06,11,16,"Aba senator grace poe,simulan mo na ang senate hearing,dami ng patay na sundalo sa marawi,mas matindi pa traffic ngayon",,,,883673771868999682,https://twitter.com/TataLeeKnow/status/883673771868999682,fil
yesbuninay,2017-07-08 21:06,0,0,Marawi para sa mga Sawi,,,,883673582999678979,https://twitter.com/yesbuninay/status/883673582999678979,fil
sehuniebabo,2017-07-08 21:06,0,0,whoops hahahaha as long as walang isis / marawi peeps na mapunta dito sa manila walang bombang mangyayari,,,,883673563747696640,https://twitter.com/sehuniebabo/status/883673563747696640,fil
Ohkngjn,2017-07-08 21:06,0,0,Luh grabe sha gusto kag mobalhin inyong balay sa marawi? Hahahahahahahaha,,,,883673544843960320,https://twitter.com/Ohkngjn/status/883673544843960320,ceb
rychllnngll_,2017-07-08 21:05,0,3,walang katapusang dasal at pagdadalamhati para sa mga taong nagbuwis ng buhay sa Marawi.,,,,883673413625159680,https://twitter.com/rychllnngll_/status/883673413625159680,fil
TataLeeKnow,2017-07-08 21:05,9,15,"Dati umiiyak pa si digong sa mamasapano victims,ngayon binabastos pa nila AFP sa pagtatapon ng basurang pulis sa marawi,anyare?",,,,883673390875156481,https://twitter.com/TataLeeKnow/status/883673390875156481,fil
kaskus,2017-07-08 21:01,5,2,Begini Kondisi Marawi Setelah Dikuasai ISIS ForumKASKUShttp://C,,,#,883672264897687552,https://twitter.com/kaskus/status/883672264897687552,id
DZMMTeleFeed,2017-07-08 21:00,0,0,TF Marawi: Daan-daang gusali pa ang kanilang linisin,,,,883672023007772673,https://twitter.com/DZMMTeleFeed/status/883672023007772673,fil
RivasVanessamae,2017-07-08 20:57,0,0,habang nanunuod ng mmk: Tita: Dapat pinadala na yan sa Marawi ang masasamang spirits na yan. hahahahahahahahah,,,,883671372399992832,https://twitter.com/RivasVanessamae/status/883671372399992832,fil
Sherwin0523,2017-07-08 20:57,0,1,na inspired ako kay pacquiao at sa mga sundalo sa marawi,,,,883671325327343616,https://twitter.com/Sherwin0523/status/883671325327343616,fil
janahho,2017-07-08 20:54,0,5,"So when I gave him my donation I asked, Sure ka mapupunta to sa Marawi?"" Him: ""Yes maam"" Me: ""Sabihin mo muna ""Promise to God""""""",,,,883670749378076672,https://twitter.com/janahho/status/883670749378076672,fil
Mommy_Amnesia,2017-07-08 20:52,6,0,What if Mga Bayot ipadala sa Marawi ano kaya outcome Hahaha TeklaKennethOnMPK,,,#,883670245390536704,https://twitter.com/Mommy_Amnesia/status/883670245390536704,fil
ianLK1,2017-07-08 20:52,1,3,Ngulantang ako sa flood ni kamahalan HAHAHAHHAHAA kulang nalang ipatapon ako sa marawi HAHHAHAA,,,,883670156680941568,https://twitter.com/ianLK1/status/883670156680941568,fil
KaydetMom,2017-07-08 20:49,0,0,Oo nga. My phone kasi I need it to be free all the time alam mo na nasa Marawi ang mga anak ko. Bili ako ng bago for our telebabad,,,,883669284760592386,https://twitter.com/KaydetMom/status/883669284760592386,fil
DZMMTeleFeed,2017-07-08 20:40,0,0,"Herrera: Napatay na terorista sa Marawi, nasa 366",,,,883666981249003521,https://twitter.com/DZMMTeleFeed/status/883666981249003521,fil
alliahsabale21,2017-07-08 20:39,0,0,Kung puounta ba daw kami marawi,,,,883666842912382978,https://twitter.com/alliahsabale21/status/883666842912382978,fil
