Lemychin,2017-06-06 22:42,1,0,# PrayForMarawi,"(['Marawi City'], Location((8.0034938, 124.286626, 0.0)))",,#,872101395582795777,https://twitter.com/Lemychin/status/872101395582795777
haynieMN,2017-06-06 22:25,0,0,# PrayForMarawi,"(['Caloocan', 'Manila Philippines'], Location((14.6571285, 120.984107, 0.0)))",,#,872097019854180352,https://twitter.com/haynieMN/status/872097019854180352
donneycvt,2017-06-06 21:55,0,3,# PrayForMarawi,,,#,872089636323049473,https://twitter.com/donneycvt/status/872089636323049473
_RohannP,2017-06-06 20:43,1,3,# PrayForMarawi pic.twitter.com/8gHiSMVKb5,,,#,872071341700022274,https://twitter.com/_RohannP/status/872071341700022274
back2ustan,2017-06-06 20:22,0,0,# PrayForMarawi,"(['e'], Location((47.83875775, 16.536215865, 0.0)))",,#,872066153341788160,https://twitter.com/back2ustan/status/872066153341788160
heyselkinante,2017-06-06 19:44,0,0,# PrayForMarawi,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,872056491074662400,https://twitter.com/heyselkinante/status/872056491074662400
_keypsters,2017-06-06 19:35,0,0,# PrayForMarawi,,,#,872054304303005696,https://twitter.com/_keypsters/status/872054304303005696
alexandriardr,2017-06-06 18:55,0,0,# prayformarawi,"(['Zamboanga City'], Location((6.9046004, 122.0763695, 0.0)))",,#,872044210999877632,https://twitter.com/alexandriardr/status/872044210999877632
alexgallardough,2017-06-06 18:39,0,0,# PrayForMarawi,"(['hogwarts'], Location((-1.24139975, 36.784112734, 0.0)))",,#,872040275639586816,https://twitter.com/alexgallardough/status/872040275639586816
KimIndar,2017-06-06 10:22,2,6,# PrayForMarawi pic.twitter.com/eTpqsmlKUN,"(['Greenhills', ' San Juan', ' PH'], Location((39.268113, -84.5229999, 0.0)))",,#,871915255667974145,https://twitter.com/KimIndar/status/871915255667974145
reNx95Z,2017-06-06 06:58,0,0,# PrayforMarawi pic.twitter.com/6S4N12kzDO,,,#,871863950652039168,https://twitter.com/reNx95Z/status/871863950652039168
SkyOrtigas,2017-06-06 00:11,1,0,# PrayForMarawi http://ow.ly/dGce30cku1K,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,#,871761428893618177,https://twitter.com/SkyOrtigas/status/871761428893618177
cbcpnews,2017-06-06 00:11,8,5,# PrayForMarawi http://ow.ly/dGce30cku1K,"(['Intramuros', ' Manila'], Location((14.5905862, 120.97533, 0.0)))",,#,871761428797157378,https://twitter.com/cbcpnews/status/871761428797157378
