xLoveIsA_Painx,5/23/2017 23:57,#PrayForMarawi,"(['Away from you.'], Location((27.9944652, 85.1023207, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
pixjekale,5/23/2017 23:57,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
ELFspecial13,5/23/2017 23:57,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
kathsarmients,5/23/2017 23:57,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
Jeasoplan21,5/23/2017 23:57,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
onewomanband912,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
tintin_tingson,5/23/2017 23:56,#PrayForMarawi,"(['somewhere'], Location((48.8440437, 2.2934455, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
JUNyoooorr,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
izzyheartsmix,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
Alping_,5/23/2017 23:56,#PrayForMarawi,"(['ian'], Location((44.3800288, 11.2053672, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
LeroyDiaz7,5/23/2017 23:56,#PrayForMarawi,"(['Bicol Region', ' Republic of the'], Location((13.100588, 123.523133109, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
AnnPangan1,5/23/2017 23:56,#PrayForMarawi,"(['Quezon City', ' National Capital'], Location((14.6509905, 121.0486155, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
Katrinadelfino1,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
ParengBurrito,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
KORNIXIV11,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
LilSupahwoman11,5/23/2017 23:56,#PrayForMarawi,"(['Neverland \xe2\x88\x9e'], Location((36.548132, -121.919599, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
AnnOrillo,5/23/2017 23:56,#PrayForMarawi,"(['cebu', ' Philippines.'], Location((10.45, 123.84, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
Sj_Tataee97,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
juuuuungkoooook,5/23/2017 23:56,#PrayForMarawi,"(['jimin'], Location((16.3471243, 47.8915271, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
Amandine_631,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
pamnicole_18,5/23/2017 23:56,#PrayForMarawi,"(['Bulacan', ' Central Luzon'], Location((14.794871, 120.8777119, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
AnaWWEFan,5/23/2017 23:56,#PrayForMarawi,"(['France'], Location((46.603354, 1.8883335, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
thisiskaylaj,5/23/2017 23:56,#PrayForMarawi,"(['Florida', ' USA'], Location((27.7567667, -81.4639835, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
Mesayad_daw,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
KennyounMethod,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
uwujackson,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
armelynsoriano,5/23/2017 23:56,#PrayForMarawi,"(['Urdaneta City', ' Ilocos Region'], Location((10.2956762, 123.9037411, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
kriscaballeroo,5/23/2017 23:56,#PrayForMarawi,"(['Tagaytay City'], Location((7.0741691, 125.5558867, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
mariaXoXtisay,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
gwynethdumas,5/23/2017 23:56,#PrayForMarawi,"(['Pearl of the Orient \xc2\xa0\xf0\x9f\x87\xb5\xf0\x9f\x87\xad'], Location((50.8474666, -1.0308452, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
InoueSean,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
jasyoursclaire,5/23/2017 23:56,#PrayForMarawi,"(['MNL'], Location((14.5121499, 121.022046716, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
LMJAUREGEI,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
rubynsonss,5/23/2017 23:56,#PrayForMarawi,"(['philippines'], Location((12.7503486, 122.7312101, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
gbuhayan14,5/23/2017 23:56,#PrayForMarawi,"(['Quezon City'], Location((14.6509905, 121.0486155, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
dyowbii,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
BelChery,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
Cm2okashii,5/23/2017 23:56,#PrayForMarawi,"(['Daegu', ' Republic of Korea'], Location((35.8494916, 128.5599518, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
migzFXD,5/23/2017 23:56,#PrayForMarawi,"(['Southern Metro Manila'], Location((14.43109395, 121.010022123, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
HironizaG,5/23/2017 23:56,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
ninidooookkiiii,5/23/2017 23:55,#PrayForMarawi,"(['PHILIPPINES'], Location((12.7503486, 122.7312101, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
mokong1619,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
vict0rytae,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
diaxxenx,5/23/2017 23:55,#PrayForMarawi,"(['Wonderland'], Location((16.3131877, 121.1297478, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
badellesalinor,5/23/2017 23:55,#PrayForMarawi,"(['Pasay City'], Location((14.5437592, 120.9954657, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
kitkatgonzales_,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
gacz02,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
aujanajilrozzz,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
xiaolunn,5/23/2017 23:55,#PrayForMarawi,"(['\xe9\xb9\xbf\xe6\x99\x97', ' fear\xe2\x84\x93ess B.'], Location((43.3696644, 130.4369104, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
gg_be_gd1,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
aintkn,5/23/2017 23:55,#PrayForMarawi,"(['My threads of threads \xc2\xa0\xe2\xa4\xb5'], Location((36.3015825, -115.2961347, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
VivoreeTeam,5/23/2017 23:55,#PrayForMarawi,"(['Republic of the Philippines'], Location((3.1518365, 101.714515999, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
rexxjffrsn,5/23/2017 23:55,#PrayForMarawi,"(['University of the East'], Location((14.60213195, 120.989690892, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
joooshvalencia,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
sazha__,5/23/2017 23:55,#PrayForMarawi,"(['BIEBER.'], Location((51.3572659, 8.5913748, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
jeonchieska,5/23/2017 23:55,#PrayForMarawi,"([""\xc2\xa0\xf0\x9f\x8d\xaa's""], Location((47.8028273, 13.0579549162, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
XTYTYTX,5/23/2017 23:55,#PrayForMarawi,"(['Nicole'], Location((44.3245438, 0.3354706, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
KEIGHtastrophe,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
nutellaiana,5/23/2017 23:55,#PrayForMarawi,"(['Queens', ' NY'], Location((40.6524927, -73.7914214158, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
rbtayag,5/23/2017 23:55,#PrayForMarawi,"(['joyce anne \xc2\xa0\xf0\x9f\x92\x95'], Location((39.0272205, -76.5211657, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
streetsneeze,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
JanosBercades,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
arshile88,5/23/2017 23:55,#PrayForMarawi,"(['Maldives'], Location((25.2258151, 55.1830144241, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
snodny,5/23/2017 23:55,#PrayForMarawi,"(['Thailand', ' Bangkok'], Location((14.8971921, 100.83273, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
lablyhoseok2,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
lamwhite,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
earljoshua98,5/23/2017 23:55,#PrayForMarawi,"(['Sergio Osme\xc3\xb1a Sr..'], Location((8.2992399, 123.5082817, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
Broidiee,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
peeweegeronaa,5/23/2017 23:55,#PrayForMarawi,"(['San Pedro', ' Calabarzon'], Location((-24.1602794, -56.713749623, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
LoveMP1992,5/23/2017 23:55,#PrayForMarawi,"(['Parang', ' Maguindanao'], Location((14.6591726, 121.1117205, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
dystortedmusic,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
mirandayuri_,5/23/2017 23:55,#PrayForMarawi,,en,0.035032,0.028972,0.4138,0.584248,0.158603
gdcacho,5/23/2017 23:55,#PrayForMarawi,"(['Malabon City', ' National Capital'], Location((14.675233, 120.9573542, 0.0)))",en,0.035032,0.028972,0.4138,0.584248,0.158603
