vinceeparreno,6/27/2017 23:38,0,1,#PrayForMarawi,,,#PrayForMarawi,8.79726E+17,https://twitter.com/vinceeparreno/status/879725566106116096
ulgoshipda,6/27/2017 18:53,0,0,#PrayForMarawi,,,#PrayForMarawi,8.79654E+17,https://twitter.com/ulgoshipda/status/879654019257389056
